Raw_Title,Raw_ArXiv_or_DOI,Source_File,Issue,Notes
Exploration in Deep Reinforcement Learning: A Survey,10.1016/j.inffus.2022.03.003,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Exploring the Potential of Large Language Models (LLMs)in Learning on Graphs,10.1145/3655103.3655110,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Exploring the potential of using ChatGPT in physics education,10.1186/s40561-023-00273-7,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Fact, Fetch, and Reason: A Unified Evaluation of Retrieval-Augmented Generation",10.48550/arxiv.2409.12941,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Faithful Logical Reasoning via Symbolic Chain-of-Thought,10.48550/arxiv.2405.18357,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Farsight: Fostering Responsible AI Awareness During AI Application Prototyping,10.1145/3613904.3642335,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Fast Best-of-N Decoding via Speculative Rejection,10.48550/arxiv.2410.20290,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Feedback Loops With Language Models Drive In-Context Reward Hacking,10.48550/arxiv.2402.06627,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
FinBen: A Holistic Financial Benchmark for Large Language Models,10.52202/079017-3033,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
FinBERT : A Large Language Model for Extracting Information from Financial Text†,10.1111/1911-3846.12832,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Fine-tuning ChatGPT for Automatic Scoring,10.48550/arxiv.2310.10072,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
FinGPT: Open-Source Financial Large Language Models,10.48550/arxiv.2306.06031,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
FinMem: A Performance-Enhanced LLM Trading Agent With Layered Memory and Character Design,10.1109/tbdata.2025.3593370,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Foundational Challenges in Assuring Alignment and Safety of Large Language Models,10.48550/arxiv.2404.09932,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
From Persona to Personalization: A Survey on Role-Playing Language Agents,10.48550/arxiv.2404.18231,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
From System 1 to System 2: A Survey of Reasoning Large Language Models,10.48550/arxiv.2502.17419,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
From Text to Transformation: A Comprehensive Review of Large Language Models' Versatility,10.48550/arxiv.2402.16142,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Gen2Sim: Scaling up Robot Learning in Simulation with Generative Models,10.1109/icra57147.2024.10610566,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Generalized Planning in PDDL Domains with Pretrained Large Language Models,10.48550/arxiv.2305.11014,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Generative Artificial Intelligence for Software Engineering-A Research Agenda,10.1002/spe.70005,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",10.3389/fphar.2024.1331062,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Generative Echo Chamber? Effect of LLM-Powered Search Systems on Diverse Information Seeking,10.1145/3613904.3642459,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Goal-Conditioned Imitation Learning using Score-based Diffusion Policies,10.48550/arxiv.2304.02532,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Goal-Conditioned Reinforcement Learning: Problems and Solutions,10.24963/ijcai.2022/770,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"GPT, large language models (LLMs) and generative artificial intelligence (GAI) models in geospatial science: a systematic review",10.1080/17538947.2024.2353122,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
GPT-4 Doesn't Know It's Wrong: An Analysis of Iterative Prompting for Reasoning Problems,10.48550/arxiv.2310.12397,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Graph Retrieval-Augmented Generation: A Survey,10.1145/3777378,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
GraspGPT: Leveraging Semantic Knowledge From a Large Language Model for Task-Oriented Grasping,10.1109/lra.2023.3320012,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Grounded Decoding: Guiding Text Generation with Grounded Models for Embodied Agents,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Grounded Decoding: Guiding Text Generation with Grounded Models for Robot Control,10.48550/arxiv.2303.00855,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
GSM-Symbolic: Understanding the Limitations of Mathematical Reasoning in Large Language Models,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Harnessing Multiple Large Language Models: A Survey on LLM Ensemble,10.48550/arxiv.2502.18036,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,10.1145/3649506,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Hierarchical Planning Through Goal-Conditioned Offline Reinforcement Learning,10.48550/arxiv.2205.11790,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Hierarchical Reinforcement Learning: A Survey and Open Research Challenges,10.3390/make4010009,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
High-throughput Generative Inference of Large Language Models with a Single GPU,10.48550/arxiv.2303.06865,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
HIQL: Offline Goal-Conditioned RL with Latent States as Actions,10.48550/arxiv.2307.11949,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
How Can Recommender Systems Benefit from Large Language Models: A Survey,10.1145/3678004,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
How Novices Use LLM-based Code Generators to Solve CS1 Coding Tasks in a Self-Paced Learning Environment,10.1145/3631802.3631806,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
How to Train Data-Efficient LLMs,10.48550/arxiv.2402.09668,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Human-in-the-Loop Reinforcement Learning: A Survey and Position on Requirements, Challenges, and Opportunities",10.1613/jair.1.15348,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Human-LLM Collaborative Annotation Through Effective Verification of LLM Labels,10.1145/3613904.3641960,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Human-Timescale Adaptation in an Open-Ended Task Space,10.48550/arxiv.2301.07608,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Hybrid fuzzy AHP-TOPSIS approach to prioritizing solutions for inverse reinforcement learning,10.1007/s40747-022-00807-5,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"If LLM Is the Wizard, Then Code Is the Wand: A Survey on How Code Empowers Large Language Models to Serve as Intelligent Agents",10.48550/arxiv.2401.00812,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition,10.48550/arxiv.2311.16119,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Improved Baselines with Visual Instruction Tuning,10.1109/cvpr52733.2024.02484,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Improving Code Generation by Training with Natural Language Feedback,10.48550/arxiv.2303.16749,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
In-context Reinforcement Learning with Algorithm Distillation,10.48550/arxiv.2210.14215,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
InferFix: End-to-End Program Repair with LLMs,10.1145/3611643.3613892,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Informing reinforcement learning agents by grounding language to Markov decision processes,OpenReview:uFm9e4Ly26,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Inner Monologue: Embodied Reasoning through Planning with Language Models,10.48550/arxiv.2207.05608,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Intelligent problem-solving as integrated hierarchical reinforcement learning,10.1038/s42256-021-00433-9,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Investigating Cultural Alignment of Large Language Models,10.48550/arxiv.2402.13231,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Is Conditional Generative Modeling all you need for Decision-Making?,10.48550/arxiv.2211.15657,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Is Temperature the Creativity Parameter of Large Language Models?,10.48550/arxiv.2405.00492,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Jailbreaking ChatGPT via Prompt Engineering: An Empirical Study,10.48550/arxiv.2305.13860,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Keep CALM and Explore: Language Models for Action Generation in Text-based Games,10.48550/arxiv.2010.02903,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Keeping LLMs Aligned After Fine-tuning: The Crucial Role of Prompt Templates,10.48550/arxiv.2402.18540,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
KG-RAG: Bridging the Gap Between Knowledge and Creativity,10.48550/arxiv.2405.12035,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Language Models Learn to Mislead Humans via RLHF,10.48550/arxiv.2409.12822,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Language to Rewards for Robotic Skill Synthesis,10.48550/arxiv.2306.08647,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LanGWM: Language Grounded World Model,10.48550/arxiv.2311.17593,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Model based Multi-Agents: A Survey of Progress and Challenges,10.48550/arxiv.2402.01680,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Model Enhanced Multi-Agent Systems for 6G Communications,10.1109/mwc.016.2300600,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead,10.1145/3708522,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Model-Brained GUI Agents: A Survey,10.48550/arxiv.2411.18279,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models,10.1145/3606337,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Large language models (LLMs): survey, technical frameworks, and future challenges",10.1007/s10462-024-10888-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models and Games: A Survey and Roadmap,10.1109/tg.2024.3461510,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models Are Human-Level Prompt Engineers,10.48550/arxiv.2211.01910,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models are Zero-Shot Reasoners,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models as General Pattern Machines,10.48550/arxiv.2307.04721,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large language models empowered agent-based modeling and simulation: a survey and perspectives,10.1057/s41599-024-03611-3,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large language models for chemistry robotics,10.1007/s10514-023-10136-2,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models for Code Analysis: Do LLMs Really Do Their Job?,10.48550/arxiv.2310.12357,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large language models for generative information extraction: a survey,10.1007/s11704-024-40555-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models for Information Retrieval: A Survey,10.1145/3748304,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models for Mental Health Applications: Systematic Review,10.2196/57400,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models for Robotics: A Survey,10.48550/arxiv.2311.07226,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Large Language Models for Robotics: Opportunities, Challenges, and Perspectives",10.48550/arxiv.2401.04334,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models for Software Engineering: A Systematic Literature Review,10.1145/3695988,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models for Test-Free Fault Localization,10.1145/3597503.3623342,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models in Cybersecurity: State-of-the-Art,10.48550/arxiv.2402.00891,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large language models in medicine,10.1038/s41591-023-02448-8,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models meet Collaborative Filtering: An Efficient All-round LLM-based Recommender System,10.1145/3637528.3671931,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models on Graphs: A Comprehensive Survey,10.1109/tkde.2024.3469578,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large Language Models: A Survey,10.48550/arxiv.2402.06196,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Large-scale Multi-modal Pre-trained Models: A Comprehensive Survey,10.1007/s11633-022-1410-8,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Learning to Reason under Off-Policy Guidance,10.48550/arxiv.2504.14945,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LegalBench: A Collaboratively Built Benchmark for Measuring Legal Reasoning in Large Language Models,10.48550/arxiv.2308.11462,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Let the LLMs Talk: Simulating Human-to-Human Conversational QA via Zero-Shot LLM-to-LLM Interactions,10.1145/3616855.3635856,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LILAC: Log Parsing using LLMs with Adaptive Parsing Cache,10.1145/3643733,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Limitations of the LLM-as-a-Judge Approach for Evaluating LLM Outputs in Expert Knowledge Tasks,10.1145/3708359.3712091,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Llama 2: Open Foundation and Fine-Tuned Chat Models,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LlamaFactory: Unified Efficient Fine-Tuning of 100+ Language Models,10.48550/arxiv.2403.13372,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"LLM for Test Script Generation and Migration: Challenges, Capabilities, and Opportunities",10.1109/qrs60937.2023.00029,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM in a flash: Efficient Large Language Model Inference with Limited Memory,10.48550/arxiv.2312.11514,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,10.48550/arxiv.2304.11477,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Adapters: An Adapter Family for Parameter-Efficient Fine-Tuning of Large Language Models,10.48550/arxiv.2304.01933,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Assisted Content Analysis: Using Large Language Models to Support Deductive Coding,10.48550/arxiv.2306.14924,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-based agentic systems in medicine and healthcare,10.1038/s42256-024-00944-1,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead",10.1145/3712003,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Ensemble: Optimal Large Language Model Ensemble Method for E-commerce Product Attribute Value Extraction,10.1145/3626772.3661357,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Eval: Unified Multi-Dimensional Automatic Evaluation for Open-Domain Conversations with Large Language Models,10.48550/arxiv.2305.13711,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Mod: Can Large Language Models Assist Content Moderation?,10.1145/3613905.3650828,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Planner: Few-Shot Grounded Planning for Embodied Agents with Large Language Models,10.1109/iccv51070.2023.00280,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM-Pruner: On the Structural Pruning of Large Language Models,10.48550/arxiv.2305.11627,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLM4EDA: Emerging Progress in Large Language Models for Electronic Design Automation,10.48550/arxiv.2401.12224,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,10.1145/3597503.3639150,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLMs Accelerate Annotation for Medical Information Extraction,10.48550/arxiv.2312.02296,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLMs and generative agent-based models for complex systems research.,10.1016/j.plrev.2024.10.013,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"LLMs Can Easily Learn to Reason from Demonstrations Structure, not content, is what matters!",10.48550/arxiv.2502.07374,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"LLMs Can't Plan, But Can Help Planning in LLM-Modulo Frameworks",10.48550/arxiv.2402.01817,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLMs for knowledge graph construction and reasoning: recent capabilities and future opportunities,10.1007/s11280-024-01297-w,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"LLMs Will Always Hallucinate, and We Need to Live With This",10.48550/arxiv.2409.05746,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
LLMs-as-Judges: A Comprehensive Survey on LLM-based Evaluation Methods,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Logic-LM: Empowering Large Language Models with Symbolic Solvers for Faithful Logical Reasoning,10.48550/arxiv.2305.12295,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Long-context LLMs Struggle with Long In-context Learning,10.48550/arxiv.2404.02060,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
MART: Improving LLM Safety with Multi-round Automatic Red-Teaming,10.48550/arxiv.2311.07689,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
MDAgents: An Adaptive Collaboration of LLMs for Medical Decision-Making,10.52202/079017-2522,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Mechanistic Interpretability for AI Safety - A Review,10.48550/arxiv.2404.14082,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Mental-LLM,10.1145/3643540,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
MetaAgents: Large Language Model Based Agents for Decision-Making on Teaming,10.1145/3711032,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
MetaGPT: Meta Programming for Multi-Agent Collaborative Framework,10.48550/arxiv.2308.00352,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Mitigating the Alignment Tax of RLHF,10.48550/arxiv.2309.06256,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Mixture-of-Agents Enhances Large Language Model Capabilities,10.48550/arxiv.2406.04692,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
MLLM-as-a-Judge: Assessing Multimodal LLM-as-a-Judge with Vision-Language Benchmark,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
MM-LLMs: Recent Advances in MultiModal Large Language Models,10.48550/arxiv.2401.13601,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Mol-Instructions: A Large-Scale Biomolecular Instruction Dataset for Large Language Models,10.48550/arxiv.2306.08018,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Multi-agent Architecture Search via Agentic Supernet,10.48550/arxiv.2502.04180,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Multi-Agent Collaboration Mechanisms: A Survey of LLMs,10.48550/arxiv.2501.06322,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Multi-Agent Collaboration: Harnessing the Power of Intelligent LLM Agents,10.48550/arxiv.2306.03314,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Multi-Agent Deep Reinforcement Learning for Multi-Robot Applications: A Survey,10.3390/s23073625,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Multi-Agent Reinforcement Learning is a Sequence Modeling Problem,10.48550/arxiv.2205.14953,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
NavCoT: Boosting LLM-Based Vision-and-Language Navigation via Learning Disentangled Reasoning,10.1109/tpami.2025.3554559,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
NavGPT: Explicit Reasoning in Vision-and-Language Navigation with Large Language Models,10.48550/arxiv.2305.16986,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,10.48550/arxiv.2310.10501,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Next-Generation Database Interfaces: A Survey of LLM-Based Text-to-SQL,10.1109/tkde.2025.3609486,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
NPHardEval: Dynamic Benchmark on Reasoning Ability of Large Language Models via Complexity Classes,10.48550/arxiv.2312.14890,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
NVLM: Open Frontier-Class Multimodal LLMs,10.48550/arxiv.2409.11402,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Offline Pre-trained Multi-agent Decision Transformer,10.1007/s11633-022-1383-7,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
OmniDrive: A Holistic Vision-Language Dataset for Autonomous Driving with Counterfactual Reasoning,10.1109/cvpr52734.2025.02090,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On Hardware Security Bug Code Fixes by Prompting Large Language Models,10.1109/tifs.2024.3374558,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On Memorization of Large Language Models in Logical Reasoning,10.48550/arxiv.2410.23123,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On the assessment of generative AI in modeling tasks: an experience report with ChatGPT and UML,10.1007/s10270-023-01105-5,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On the conversational persuasiveness of GPT-4,10.1038/s41562-025-02194-6,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On the creativity of large language models,10.1007/s00146-024-02127-3,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On the Planning Abilities of Large Language Models (A Critical Investigation with a Proposed Benchmark),10.48550/arxiv.2302.06706,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On the Prospects of Incorporating Large Language Models (LLMs) in Automated Planning and Scheduling (APS),10.1609/icaps.v34i1.31503,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks,10.48550/arxiv.2402.08115,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Open-source LLMs for text annotation: a practical guide for model setting and fine-tuning,10.1007/s42001-024-00345-9,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
OpenMathInstruct-1: A 1.8 Million Math Instruction Tuning Dataset,10.48550/arxiv.2402.10176,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Opportunities and risks of large language models in psychiatry,10.1038/s44277-024-00010-z,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
OriGen: Enhancing RTL Code Generation with Code-to-Code Augmentation and Self-Reflection,10.1145/3676536.3676830,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
PAL: Program-aided Language Models,10.48550/arxiv.2211.10435,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
PaLM: Scaling Language Modeling with Pathways,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
PaperBench: Evaluating AI's Ability to Replicate AI Research,10.48550/arxiv.2504.01848,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Patterns of Student Help-Seeking When Using a Large Language Model-Powered Programming Assistant,10.1145/3636243.3636249,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Performance and biases of Large Language Models in public opinion simulation,10.1057/s41599-024-03609-x,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Perils and opportunities in using large language models in psychological research,10.1093/pnasnexus/pgae245,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Personalization of Large Language Models: A Survey,10.48550/arxiv.2411.00027,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Personalizing Reinforcement Learning from Human Feedback with Variational Preference Learning,10.48550/arxiv.2408.10075,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Plan-and-Act: Improving Planning of Agents for Long-Horizon Tasks,10.48550/arxiv.2503.09572,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Playing repeated games with large language models,10.1038/s41562-025-02172-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
PLeak: Prompt Leaking Attacks against Large Language Model Applications,10.1145/3658644.3670370,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Practical and ethical challenges of large language models in education: A systematic scoping review,10.1111/bjet.13370,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
PRD: Peer Rank and Discussion Improve Large Language Model based Evaluations,10.48550/arxiv.2307.02762,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Principled Reinforcement Learning with Human Feedback from Pairwise or K-wise Comparisons,10.48550/arxiv.2301.11270,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Programmable and Customized Intelligence for Traffic Steering in 5G Networks Using Open RAN Architectures,10.1109/tmc.2023.3266642,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Prompt Engineering: a methodology for optimizing interactions with AI-Language Models in the field of engineering,10.15446/dyna.v90n230.111700,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Prompt Injection attack against LLM-integrated Applications,10.48550/arxiv.2306.05499,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
