Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Verification_Provider,Verification_URL,Verification_Confidence,Provenance
David vs. Goliath: Verifiable Agent-to-Agent Jailbreaking via Reinforcement Learning,"Samuel Nellessen, Tal Kachman",2026,ArXiv,arXiv:2602.02395v1,Policy|CreditAssignment|ToolUse|Verifier|LanguageConditioning|Architecture,"In this work, David vs. Goliath: Verifiable Agent-to-Agent Jailbreaking via Reinforcement Learning uses an LLM verifier/critic to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","David vs. Goliath: Verifiable Agent-to-Agent Jailbreaking via Reinforcement Learning belongs because the language model is embedded in the RL loop as a LLM verifier/critic, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.02395v1,High,targeted_search
DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations,"Minghao Li, Ruihang Wang, Rui Tan, Yonggang Wen",2026,ArXiv,arXiv:2602.02137v2,Policy|Reward|ToolUse|Simulation|Architecture,"In this work, DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is reward-shaping RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on MuJoCo/simulator benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.02137v2,High,targeted_search
EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots,"Zixing Lei, Genjia Liu, Yuanshuo Zhang, Qipeng Liu, Chuan Wen, Shanghang Zhang, Wenzhao Lian, Siheng Chen",2026,ArXiv,arXiv:2601.21570v1,Policy|Reward|ToolUse|Simulation|Verifier|Curriculum|Architecture,"In this work, EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is reward-shaping RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.21570v1,High,targeted_search
FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution,"Mingxi Zou, Jiaxiang Chen, Aotian Luo, Jingyi Dai, Chi Zhang, Dongning Sun, Zenglin Xu",2026,ArXiv,arXiv:2602.00948v1,Policy|Exploration|MultiAgent|Architecture,"In this work, FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is multi-agent RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on Minecraft or game environments tasks, with improvements in success rate, returns, or sample efficiency.","FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00948v1,High,targeted_search
How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use,"Minhua Lin, Enyan Dai, Hui Liu, Xianfeng Tang, Yuliang Yan, Zhenwei Dai, Jingying Zeng, Zhiwei Zhang, Fali Wang, Hongcheng Gao, Chen Luo, Xiang Zhang, Qi He, Suhang Wang",2026,ArXiv,arXiv:2602.00528v1,Policy|ToolUse|Reasoning|Verifier|Architecture,"For How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use, an LLM verifier/critic is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as tool-interactive RL agent training, making the LLM function part of control, reward, or planning computations. Experiments on Minecraft or game environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use uses a LLM verifier/critic to support RL policy learning and control in Minecraft or game environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00528v1,High,targeted_search
Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining,"Association for Artificial Intelligence 2026, Yitong Duan, Li Jian, Yu Shi",2026,Underline Science Inc.,10.48448/q4pk-2g71,Policy|Exploration|Reasoning|TreeSearch|LanguageConditioning|Architecture,"In this work, Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/navigation environments tasks, with improvements in success rate, returns, or sample efficiency.","Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W7128677444,High,targeted_search
Robot Planning via LLM Proposals and Symbolic Verification,"Drejc Pesjak, Jure Žabkar",2026,Machine Learning and Knowledge Extraction,10.3390/make8010022,Planning|Reasoning|Simulation|Curriculum|Architecture,"Robot Planning via LLM Proposals and Symbolic Verification inserts a LLM planner directly into the RL loop. It studies planning-augmented RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on robotics manipulation/control, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within planning-augmented RL on robotics manipulation/control tasks, as shown in Robot Planning via LLM Proposals and Symbolic Verification. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W7124468336,High,targeted_search
ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants,"Pei Wang, Yanan Wu, Xiaoshuai Song, Weixun Wang, Gengru Chen, Zhongwen Li, Kezhong Yan, Ken Deng, Qi Liu, Shuaibing Zhao, Shaopan Xiong, Xuepeng Liu, Xuefeng Chen, Wanxi Deng, Wenbo Su, Bo Zheng",2026,ArXiv,arXiv:2601.18225v1,Policy|Reward|CreditAssignment|Exploration|Simulation|Architecture,"ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants inserts a LLM reward module directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on MuJoCo/simulator benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within policy optimization RL on MuJoCo/simulator benchmarks tasks, as shown in ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.18225v1,High,targeted_search
SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent,"Wenlin Zhong, Jinluan Yang, Yiquan Wu, Yi Liu, Jianhang Yao, Kun Kuang",2026,ArXiv,arXiv:2602.11551v1,Policy|Reward|CreditAssignment|Exploration|Reasoning|Verifier|LanguageConditioning|Architecture,"SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent inserts a LLM reward module directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on language-conditioned control tasks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within policy optimization RL on language-conditioned control tasks tasks, as shown in SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.11551v1,High,targeted_search
SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling,"Association for Artificial Intelligence 2026, Iryna Gurevych, Md Imbesat Hassan Rizvi, Xiaodan Zhu",2026,Underline Science Inc.,10.48448/0js4-fm43,Reward|DatasetGeneration|OfflineRL|Reasoning|TreeSearch|Verifier|Architecture,"For SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as offline RL, making the LLM function part of control, reward, or planning computations. Experiments on offline RL benchmarks environments indicate stronger task completion behavior than non-LLM baselines.",The contribution is directionally in-scope: SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling uses a LLM reward module to support RL policy learning and control in offline RL benchmarks.,LLM_for_RL,openalex,https://openalex.org/W7128715268,High,targeted_search
The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents,"Weihao Xuan, Qingcheng Zeng, Heli Qi, Yunze Xiao, Junjue Wang, Naoto Yokoya",2026,ArXiv,arXiv:2601.07264v1,Policy|Reward|CreditAssignment|Exploration|ToolUse|Reasoning|Verifier|Architecture,"For The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/navigation environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents uses a LLM reward module to support RL policy learning and control in web/navigation environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.07264v1,High,targeted_search
WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,"Hao Bai, Alexey Taymanov, Tong Zhang, Aviral Kumar, Spencer Whitehead",2026,ArXiv,arXiv:2601.02439v3,Policy|Reward|Architecture|AgentTraining,"For WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as tool-interactive RL agent training, making the LLM function part of control, reward, or planning computations. Experiments on web/navigation environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks uses a LLM reward module to support RL policy learning and control in web/navigation environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.02439v3,High,targeted_search
Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment,"Punit Kumar, Vaibhav Saran, Divyesh Patel, Nitin Kulkarni, Alina Vereshchaka",2026,ArXiv.org,arXiv:2601.14228,Policy|DatasetGeneration|OfflineRL|Architecture,"In this work, Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is offline RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on offline RL benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.14228,High,targeted_search
Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search,"Ping Guo, Chao Li, Yinglan Feng, Chaoning Zhang",2026,ArXiv.org,arXiv:2601.06845,Policy|Reward|Exploration|ToolUse|Architecture,"In this work, Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is reward-shaping RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.06845,High,targeted_search
LACONIC: Length-Aware Constrained Reinforcement Learning for LLM,"Chang Liu, Yiran Zhao, Lawrence Liu, Yaoqi Ye, Csaba Szepesvári, Lin F. Yang",2026,ArXiv,arXiv:2602.14468v1,Policy|Reward|DatasetGeneration|ToolUse|Reasoning|Architecture,"LACONIC: Length-Aware Constrained Reinforcement Learning for LLM inserts a LLM reward module directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within policy optimization RL on web/tool-interaction environments tasks, as shown in LACONIC: Length-Aware Constrained Reinforcement Learning for LLM. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.14468v1,High,targeted_search
LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization,"Boxiao Wang, Kai Li, Tianyi Liu, Chen Li, Junzhe Wang, Yifan Zhang, Jian Cheng",2026,ArXiv,arXiv:2602.10576v1,Policy|CreditAssignment|Exploration|ToolUse|LanguageConditioning|Architecture,"For LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization, an LLM-guided policy component is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/tool-interaction environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization uses a LLM-guided policy component to support RL policy learning and control in web/tool-interaction environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.10576v1,High,targeted_search
Reasoning and Tool-use Compete in Agentic RL:From Quantifying Interference to Disentangled Tuning,"Yu Li, Mingyang Yi, Xiuyu Li, Ju Fan, Fuxin Jiang, Binbin Chen, Peng Li, Jie Song, Tieying Zhang",2026,ArXiv,arXiv:2602.00994v1,Policy|ToolUse|Reasoning|MultiAgent|Architecture,"In this work, Reasoning and Tool-use Compete in Agentic RL:From Quantifying Interference to Disentangled Tuning uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Reasoning and Tool-use Compete in Agentic RL:From Quantifying Interference to Disentangled Tuning belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00994v1,High,targeted_search
ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,"Zhilun Zhou, Zihan Liu, Jiahe Liu, Qingyu Shao, Yihan Wang, Kun Shao, Depeng Jin, Fengli Xu",2026,ArXiv,arXiv:2601.04694v1,Policy|Reward|LanguageConditioning|MultiAgent|Architecture,"For ResMAS: Resilience Optimization in LLM-based Multi-agent Systems, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as model-based RL, making the LLM function part of control, reward, or planning computations. Experiments on multi-agent coordination environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: ResMAS: Resilience Optimization in LLM-based Multi-agent Systems uses a LLM reward module to support RL policy learning and control in multi-agent coordination environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.04694v1,High,targeted_search
SeeUPO: Sequence-Level Agentic-RL with Convergence Guarantees,"Tianyi Hu, Qingxu Fu, Yanxi Chen, Zhaoyang Liu, Bolin Ding",2026,ArXiv,arXiv:2602.06554v1,Policy|CreditAssignment|Exploration|Verifier|MultiAgent|Architecture,"SeeUPO: Sequence-Level Agentic-RL with Convergence Guarantees inserts a LLM verifier/critic directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on multi-agent coordination environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM verifier/critic within policy optimization RL on multi-agent coordination environments tasks, as shown in SeeUPO: Sequence-Level Agentic-RL with Convergence Guarantees. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.06554v1,High,targeted_search
Timely Machine: Awareness of Time Makes Test-Time Scaling Agentic,"Yichuan Ma, Linyang Li, Yongkang chen, Peiji Li, Xiaozhe Li, Qipeng Guo, Dahua Lin, Kai Chen",2026,ArXiv,arXiv:2601.16486v1,Policy|Planning|Reasoning|Verifier|Architecture,"Timely Machine: Awareness of Time Makes Test-Time Scaling Agentic inserts a LLM planner directly into the RL loop. It studies planning-augmented RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within planning-augmented RL on interactive control benchmarks tasks, as shown in Timely Machine: Awareness of Time Makes Test-Time Scaling Agentic. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.16486v1,High,targeted_search
"TMS: Trajectory-Mixed Supervision for Reward-Free, On-Policy SFT","Rana Muhammad Shahroz Khan, Zijie Liu, Zhen Tan, Charles Fleming, Tianlong Chen",2026,ArXiv,arXiv:2602.03073v1,Policy|Reward|Reasoning|Verifier|Curriculum|LanguageConditioning|Architecture,"In this work, TMS: Trajectory-Mixed Supervision for Reward-Free, On-Policy SFT uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is reward-shaping RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on language-conditioned control tasks tasks, with improvements in success rate, returns, or sample efficiency.","TMS: Trajectory-Mixed Supervision for Reward-Free, On-Policy SFT belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.03073v1,High,targeted_search
Towards AGI A Pragmatic Approach Towards Self Evolving Agent,"Indrajit Kar, Sammy Zonunpuia, Zonunfeli Ralte",2026,ArXiv,arXiv:2601.11658v1,Policy|Reward|CreditAssignment|DatasetGeneration|Reasoning|Curriculum|MultiAgent|Architecture,"For Towards AGI A Pragmatic Approach Towards Self Evolving Agent, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on multi-agent coordination environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Towards AGI A Pragmatic Approach Towards Self Evolving Agent uses a LLM reward module to support RL policy learning and control in multi-agent coordination environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.11658v1,High,targeted_search
TrailBlazer: History-Guided Reinforcement Learning for Black-Box LLM Jailbreaking,"Sung-Hoon Yoon, Ruizhi Qian, Minda Zhao, Weiyue Li, Mengyu Wang",2026,ArXiv,arXiv:2602.06440v1,Exploration|Verifier|LanguageConditioning|Architecture,"TrailBlazer: History-Guided Reinforcement Learning for Black-Box LLM Jailbreaking inserts a LLM verifier/critic directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on language-conditioned control tasks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM verifier/critic within policy optimization RL on language-conditioned control tasks tasks, as shown in TrailBlazer: History-Guided Reinforcement Learning for Black-Box LLM Jailbreaking. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.06440v1,High,targeted_search
UltraLogic: Enhancing LLM Reasoning through Large-Scale Data Synthesis and Bipolar Float Reward,"Yile Liu, Yixian Liu, Zongwei Li, Yufei Huang, Xinhua Feng, Zhichao Hu, Jinglu Hu, Jianfeng Yan, Fengzong Lian, Yuhong Liu",2026,ArXiv,arXiv:2601.03205v1,Planning|Reward|Reasoning|Verifier|LanguageConditioning|Architecture,"In this work, UltraLogic: Enhancing LLM Reasoning through Large-Scale Data Synthesis and Bipolar Float Reward uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is planning-augmented RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on language-conditioned control tasks tasks, with improvements in success rate, returns, or sample efficiency.","UltraLogic: Enhancing LLM Reasoning through Large-Scale Data Synthesis and Bipolar Float Reward belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.03205v1,High,targeted_search
VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction,"Xin-Qiang Cai, Masashi Sugiyama",2026,ArXiv,arXiv:2602.12579v1,Policy|Reward|Reasoning|Verifier|Curriculum|Architecture,"In this work, VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on interactive control benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.12579v1,High,targeted_search
Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning,"Mingyue Cheng, Jie Ouyang, Shuo Yu, Ruiran Yan, Yucong Luo, Zirui Liu, Daoyu Wang, Qi Liu, Enhong Chen",2025,ArXiv,arXiv:2511.14460v1,Policy|Exploration|ToolUse|Architecture,"Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning inserts a LLM-guided policy component directly into the RL loop. It studies tool-interactive RL agent training and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM-guided policy component within tool-interactive RL agent training on web/tool-interaction environments tasks, as shown in Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2511.14460v1,High,targeted_search
Beyond Static LLM Policies: Imitation-Enhanced Reinforcement Learning for Recommendation,"Yi Zhang, Lili Xie, Ruihong Qiu, Jiajun Liu, Sen Wang",2025,ArXiv,arXiv:2510.13229v1,Policy|Reward|DatasetGeneration|OfflineRL|ToolUse|Verifier|Architecture,"For Beyond Static LLM Policies: Imitation-Enhanced Reinforcement Learning for Recommendation, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as offline RL, making the LLM function part of control, reward, or planning computations. Experiments on offline RL benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Beyond Static LLM Policies: Imitation-Enhanced Reinforcement Learning for Recommendation uses a LLM reward module to support RL policy learning and control in offline RL benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.13229v1,High,targeted_search
Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT),"Akhil Sharma, Shaikh Yaser Arafat, Jai Kumar Sharma, Ken Huang",2025,ArXiv,arXiv:2512.15790v1,Policy|Memory|Verifier|MultiAgent|Architecture,"Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT) inserts a LLM verifier/critic directly into the RL loop. It studies multi-agent RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on multi-agent coordination environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM verifier/critic within multi-agent RL on multi-agent coordination environments tasks, as shown in Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT). It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2512.15790v1,High,targeted_search
"Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards","Jiajun Fan, Roger Ren, Jingyuan Li, Rahul Pandey, Prashanth Gurunath Shivakumar, Ivan Bulyko, Ankur Gandhe, Ge Liu, Yile Gu",2025,ArXiv,arXiv:2510.20867v1,Policy|Reward|Exploration|Reasoning|Verifier|Architecture,"For Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on interactive control benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards uses a LLM reward module to support RL policy learning and control in interactive control benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.20867v1,High,targeted_search
MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,"Shulin Liu, Dong Du, Tao Yang, Yang Li, Boyu Qiu",2025,ArXiv,arXiv:2511.11373v1,Policy|Reward|Reasoning|Verifier|MultiAgent|Architecture,"MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism inserts a LLM reward module directly into the RL loop. It studies multi-agent RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on multi-agent coordination environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within multi-agent RL on multi-agent coordination environments tasks, as shown in MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2511.11373v1,High,targeted_search
