Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Verification_Provider,Verification_URL,Verification_Confidence,Provenance
Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System,"Yanming Li, Xuelin Zhang, WenJie Lu, Ziye Tang, Maodong Wu, Haotian Luo, Tongtong Wu, Zijie Peng, Hongze Mi, Yibo Feng, Naiqiang Tan, Chao Huang, Hong Chen, Li Shen",2026,ArXiv,arXiv:2602.08335v1,Policy|Reward|CreditAssignment|Verifier|MultiAgent|Architecture,"In Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.08335v1,High,prior_core|targeted_search
AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering,"Yuzhu Cai, Zexi Liu, Xinyu Zhu, Cheng Wang, Jiaao Chen, Hanrui Wang, Wei-Chen Wang, Di Jin, Siheng Chen",2026,ArXiv,arXiv:2602.07906v1,Policy|Curriculum|LanguageConditioning|Architecture,"In AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.07906v1,High,prior_core|targeted_search
Any House Any Task: Scalable Long-Horizon Planning for Abstract Human Tasks,"Zhihong Liu, Yang Li, Rengming Huang, Cewu Lu, Panpan Cai",2026,ArXiv,arXiv:2602.12244v1,Policy|Planning|ToolUse|Reasoning|Simulation|LanguageConditioning|Architecture,"In Any House Any Task: Scalable Long-Horizon Planning for Abstract Human Tasks, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in embodied robotic tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Any House Any Task: Scalable Long-Horizon Planning for Abstract Human Tasks belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.12244v1,High,prior_core|targeted_search
Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search,"Ping Guo, Chao Li, Yinglan Feng, Chaoning Zhang",2026,ArXiv.org,arXiv:2601.06845,Policy|Reward|Exploration|ToolUse|Architecture,"In Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.06845,High,targeted_search
DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations,"Minghao Li, Ruihang Wang, Rui Tan, Yonggang Wen",2026,ArXiv,arXiv:2602.02137v2,Policy|Reward|ToolUse|Simulation|Architecture,"In DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.02137v2,High,prior_core|targeted_search
EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots,"Zixing Lei, Genjia Liu, Yuanshuo Zhang, Qipeng Liu, Chuan Wen, Shanghang Zhang, Wenzhao Lian, Siheng Chen",2026,ArXiv,arXiv:2601.21570v1,Policy|Reward|ToolUse|Simulation|Verifier|Curriculum|Architecture,"In EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.21570v1,High,prior_core|targeted_search
FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution,"Mingxi Zou, Jiaxiang Chen, Aotian Luo, Jingyi Dai, Chi Zhang, Dongning Sun, Zenglin Xu",2026,ArXiv,arXiv:2602.00948v1,Policy|Exploration|MultiAgent|Architecture,"In FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in game-like sequential decision tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.00948v1,High,prior_core|targeted_search
LACONIC: Length-Aware Constrained Reinforcement Learning for LLM,"Chang Liu, Yiran Zhao, Lawrence Liu, Yaoqi Ye, Csaba Szepesvári, Lin F. Yang",2026,ArXiv,arXiv:2602.14468v1,Policy|Reward|DatasetGeneration|ToolUse|Reasoning|Architecture,"In LACONIC: Length-Aware Constrained Reinforcement Learning for LLM, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","LACONIC: Length-Aware Constrained Reinforcement Learning for LLM belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.14468v1,High,prior_core|targeted_search
LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization,"Boxiao Wang, Kai Li, Tianyi Liu, Chen Li, Junzhe Wang, Yifan Zhang, Jian Cheng",2026,ArXiv,arXiv:2602.10576v1,Policy|CreditAssignment|Exploration|ToolUse|LanguageConditioning|Architecture,"In LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets long-horizon credit assignment for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.10576v1,High,prior_core|targeted_search
Look Inward to Explore Outward: Learning Temperature Policy from LLM Internal States via Hierarchical RL,"Yixiao Zhou, Yang Li, Dongzhou Cheng, Hehe Fan, Yu Cheng",2026,ArXiv,arXiv:2602.13035v1,Policy|Reward|CreditAssignment|Exploration|Reasoning|Verifier|Architecture,"In Look Inward to Explore Outward: Learning Temperature Policy from LLM Internal States via Hierarchical RL, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Look Inward to Explore Outward: Learning Temperature Policy from LLM Internal States via Hierarchical RL belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.13035v1,High,prior_core|targeted_search
METHOD AND SYSTEM FOR LOCAL AUTONOMOUS INTERNAL PENETRATION TESTING USING RETRIEVAL-AUGMENTED ARTIFICIAL INTELLIGENCE AGENTS,Ruslan Tiahniienko,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18610584,Policy|Planning|Reward|Reasoning|Simulation|Verifier|LanguageConditioning|MultiAgent|Architecture,"In METHOD AND SYSTEM FOR LOCAL AUTONOMOUS INTERNAL PENETRATION TESTING USING RETRIEVAL-AUGMENTED ARTIFICIAL INTELLIGENCE AGENTS, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","METHOD AND SYSTEM FOR LOCAL AUTONOMOUS INTERNAL PENETRATION TESTING USING RETRIEVAL-AUGMENTED ARTIFICIAL INTELLIGENCE AGENTS belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128647602,High,targeted_search
Owen-Shapley Policy Optimization (OSPO): A Principled RL Algorithm for Generative Search LLMs,"Abhijnan Nath, Alireza Bagheri Garakani, Tianchen Zhou, Fan Yang, Nikhil Krishnaswamy",2026,ArXiv.org,arXiv:2601.08403,Policy|Reward|CreditAssignment|DatasetGeneration|ToolUse|Reasoning|Architecture,"In Owen-Shapley Policy Optimization (OSPO): A Principled RL Algorithm for Generative Search LLMs, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Owen-Shapley Policy Optimization (OSPO): A Principled RL Algorithm for Generative Search LLMs belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.08403,High,targeted_search
Paying Less Generalization Tax: A Cross-Domain Generalization Study of RL Training for LLM Agents,"Zhihan Liu, Lin Guan, Yixin Nie, Kai Zhang, Zhuoqun Hao, Lin Chen, Asli Celikyilmaz, Zhaoran Wang, Na Zhang",2026,ArXiv,arXiv:2601.18217v1,Policy|Planning|Architecture|HybridRL,"In Paying Less Generalization Tax: A Cross-Domain Generalization Study of RL Training for LLM Agents, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Paying Less Generalization Tax: A Cross-Domain Generalization Study of RL Training for LLM Agents belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.18217v1,High,prior_core|targeted_search
PEARL: Plan Exploration and Adaptive Reinforcement Learning for Multihop Tool Use,"Qihao Wang, Mingzhe Lu, Jiayue Wu, Yue Hu, Yanbing Liu",2026,ArXiv,arXiv:2601.20439v1,Policy|Planning|Reward|CreditAssignment|Exploration|ToolUse|Architecture,"In PEARL: Plan Exploration and Adaptive Reinforcement Learning for Multihop Tool Use, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","PEARL: Plan Exploration and Adaptive Reinforcement Learning for Multihop Tool Use belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.20439v1,High,prior_core|targeted_search
RC-GRPO: Reward-Conditioned Group Relative Policy Optimization for Multi-Turn Tool Calling Agents,"Haitian Zhong, Jixiu Zhai, Lei Song, Jiang Bian, Qiang Liu, Tieniu Tan",2026,ArXiv,arXiv:2602.03025v1,Policy|Reward|CreditAssignment|Exploration|ToolUse|LanguageConditioning|Architecture,"In RC-GRPO: Reward-Conditioned Group Relative Policy Optimization for Multi-Turn Tool Calling Agents, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","RC-GRPO: Reward-Conditioned Group Relative Policy Optimization for Multi-Turn Tool Calling Agents belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.03025v1,High,prior_core|targeted_search
Robot Planning via LLM Proposals and Symbolic Verification,"Drejc Pesjak, Jure Žabkar",2026,Machine Learning and Knowledge Extraction,10.3390/make8010022,Planning|Reasoning|Simulation|Curriculum|Architecture,"In Robot Planning via LLM Proposals and Symbolic Verification, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Robot Planning via LLM Proposals and Symbolic Verification belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7124468336,High,targeted_search
SCRIBE: Structured Mid-Level Supervision for Tool-Using Language Models,"Yuxuan Jiang, Francis Ferraro",2026,arXiv (Cornell University),arXiv:2601.03555,Policy|Planning|Reward|CreditAssignment|Reasoning|Architecture,"In SCRIBE: Structured Mid-Level Supervision for Tool-Using Language Models, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","SCRIBE: Structured Mid-Level Supervision for Tool-Using Language Models belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.03555,High,targeted_search
SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent,"Wenlin Zhong, Jinluan Yang, Yiquan Wu, Yi Liu, Jianhang Yao, Kun Kuang",2026,ArXiv,arXiv:2602.11551v1,Policy|Reward|CreditAssignment|Exploration|Reasoning|Verifier|LanguageConditioning|Architecture,"In SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.11551v1,High,prior_core|targeted_search
SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling,"Association for Artificial Intelligence 2026, Iryna Gurevych, Md Imbesat Hassan Rizvi, Xiaodan Zhu",2026,Underline Science Inc.,10.48448/0js4-fm43,Reward|DatasetGeneration|OfflineRL|Reasoning|TreeSearch|Verifier|Architecture,"In SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in offline RL benchmarks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128715268,High,targeted_search
VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction,"Xin-Qiang Cai, Masashi Sugiyama",2026,ArXiv,arXiv:2602.12579v1,Policy|Reward|Reasoning|Verifier|Curriculum|Architecture,"In VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.12579v1,High,prior_core|targeted_search
WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,"Hao Bai, Alexey Taymanov, Tong Zhang, Aviral Kumar, Spencer Whitehead",2026,ArXiv,arXiv:2601.02439v3,Policy|Reward|Architecture|AgentTraining,"In WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in web and tool-interaction tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.02439v3,High,prior_core|targeted_search
Where-to-Unmask: Ground-Truth-Guided Unmasking Order Learning for Masked Diffusion Language Models,"Hikaru Asano, Tadashi Kozuno, Kuniaki Saito, Yukino Baba",2026,ArXiv,arXiv:2602.09501v1,Policy|Planning|Reasoning|Architecture,"In Where-to-Unmask: Ground-Truth-Guided Unmasking Order Learning for Masked Diffusion Language Models, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Where-to-Unmask: Ground-Truth-Guided Unmasking Order Learning for Masked Diffusion Language Models belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.09501v1,High,prior_core|targeted_search
Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment,"Punit Kumar, Vaibhav Saran, Divyesh Patel, Nitin Kulkarni, Alina Vereshchaka",2026,ArXiv.org,arXiv:2601.14228,Policy|DatasetGeneration|OfflineRL|Architecture,"In Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in offline RL benchmarks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.14228,High,targeted_search
AudioRouter: Data Efficient Audio Understanding via RL based Dual Reasoning,"Liyang Chen, Hongkai Chen, Yujun Cai, Sifan Li, Qingwen Ye, Yiwei Wang",2026,ArXiv,arXiv:2602.10439v1,Policy|ToolUse|Reasoning|Architecture,"In AudioRouter: Data Efficient Audio Understanding via RL based Dual Reasoning, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","AudioRouter: Data Efficient Audio Understanding via RL based Dual Reasoning belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.10439v1,High,prior_core|targeted_search
"Açık Uçlu Pekiştirmeli Öğrenmede Genelleme Yeteneğini Artırmaya Yönelik, Büyük Dil Modeli Tabanlı Otomatik Müfredat Öğrenimi Çerçevesi",Olca Orakcı,2026,OpenMETU (Middle East Technical University),,Policy|Reasoning|Curriculum|MultiAgent|Architecture,"In Açık Uçlu Pekiştirmeli Öğrenmede Genelleme Yeteneğini Artırmaya Yönelik, Büyük Dil Modeli Tabanlı Otomatik Müfredat Öğrenimi Çerçevesi, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Açık Uçlu Pekiştirmeli Öğrenmede Genelleme Yeteneğini Artırmaya Yönelik, Büyük Dil Modeli Tabanlı Otomatik Müfredat Öğrenimi Çerçevesi belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128755887,High,targeted_search
Efficient and Stable Reinforcement Learning for Diffusion Language Models,"Jiawei Liu, Xiting Wang, Yuanyuan Zhong, Defu Lian, Yu Yang",2026,ArXiv,arXiv:2602.08905v1,Policy|Exploration|Reasoning|Architecture,"In Efficient and Stable Reinforcement Learning for Diffusion Language Models, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Efficient and Stable Reinforcement Learning for Diffusion Language Models belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.08905v1,High,targeted_search
Enhancing Cloud Network Resilience via a Robust LLM-Empowered Multi-Agent Reinforcement Learning Framework,"Yixiao Peng, Hao Hu, Feiyang Li, Xinye Cao, Yingchang Jiang, Jipeng Tang, Guoshun Nan, Yuling Liu",2026,ArXiv,arXiv:2601.07122v1,Policy|Planning|CreditAssignment|DatasetGeneration|Memory|MultiAgent|Architecture,"In Enhancing Cloud Network Resilience via a Robust LLM-Empowered Multi-Agent Reinforcement Learning Framework, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets long-horizon credit assignment for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Enhancing Cloud Network Resilience via a Robust LLM-Empowered Multi-Agent Reinforcement Learning Framework belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.07122v1,High,prior_core|targeted_search
InT: Self-Proposed Interventions Enable Credit Assignment in LLM Reasoning,"Matthew Y. R. Yang, Hao Bai, Ian Wu, Gene Yang, Amrith Setlur, Aviral Kumar",2026,arXiv (Cornell University),arXiv:2601.14209,Policy|Reward|CreditAssignment|DatasetGeneration|Reasoning|Verifier|Architecture,"In InT: Self-Proposed Interventions Enable Credit Assignment in LLM Reasoning, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","InT: Self-Proposed Interventions Enable Credit Assignment in LLM Reasoning belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.14209,High,targeted_search
Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,"Association for Artificial Intelligence 2026, Jesse Thomason, Wei Yang",2026,Underline Science Inc.,10.48448/pbc0-7202,Policy|Reward|ToolUse|Reasoning|Verifier|MultiAgent|Architecture,"In Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128696001,High,targeted_search
"Mock Worlds, Real Skills: Building Small Agentic Language Models with Synthetic Tasks, Simulated Environments, and Rubric-Based Rewards","Yuan-Jay Lü, Chengyu Wang, Lei Shen, Jun Huang, Tong Xu",2026,ArXiv.org,arXiv:2601.22511,Policy|Reward|DatasetGeneration|ToolUse|Simulation|LanguageConditioning|Architecture,"In Mock Worlds, Real Skills: Building Small Agentic Language Models with Synthetic Tasks, Simulated Environments, and Rubric-Based Rewards, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Mock Worlds, Real Skills: Building Small Agentic Language Models with Synthetic Tasks, Simulated Environments, and Rubric-Based Rewards belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.22511,High,targeted_search
Practical Topology Optimization with Deep Reinforcement Learning and Genetic Algorithms,Giorgi Tskhondia,2026,American Journal of Applied Scientific Research,10.11648/j.ajasr.20261201.11,Reward|Exploration|ToolUse|Simulation|Architecture,"In Practical Topology Optimization with Deep Reinforcement Learning and Genetic Algorithms, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Practical Topology Optimization with Deep Reinforcement Learning and Genetic Algorithms belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7126047216,High,targeted_search
