Raw_Title,Raw_ArXiv_or_DOI,Source,Issue,Notes
EMA Policy Gradient: Taming Reinforcement Learning for LLMs with EMA Anchor and Top-k KL,arXiv:2602.04417v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Embodied intelligence in manufacturing: leveraging large language models for autonomous industrial robotics,10.1007/s10845-023-02294-y,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Emergent Abilities of Large Language Models,arXiv:2206.07682,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Emergent analogical reasoning in large language models,10.1038/s41562-023-01659-w,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Emergent autonomous scientific research capabilities of large language models,arXiv:2304.05332v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Emergent language: a survey and taxonomy,10.1007/s10458-025-09691-y,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Encouraging Good Processes Without the Need for Good Answers: Reinforcement Learning for LLM Agent Planning,arXiv:2508.19598v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
End-to-End Robotic Reinforcement Learning without Reward Engineering,arXiv:1904.07854v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Enhancement of long-horizon task planning via active and passive modification in large language models,10.1038/s41598-025-91448-4,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
EPlus-LLM: A large language model-based computing platform for automated building energy modeling,10.1016/j.apenergy.2024.123431,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Evaluation of character creation of large language models,10.54254/2977-3903/2025.20514,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
EventMemAgent: Hierarchical Event-Centric Memory for Online Video Understanding with Adaptive Tool Use,arXiv:2602.15329v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Evolution Through Large Models,10.1007/978-981-99-3814-8_11,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Evolutionary System Prompt Learning can Facilitate Reinforcement Learning for LLMs,arXiv:2602.14697v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Evolutionary System Prompt Learning can Facilitate Reinforcement Learning for LLMs,arXiv:2602.14697,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Evolving LLM-Derived Control Policies for Residential EV Charging and Vehicle-to-Grid Energy Optimization,arXiv:2602.07275v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
"Exploring Large Language Model based Intelligent Agents: Definitions, Methods, and Prospects",arXiv:2401.03428v1,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Failure Makes the Agent Stronger: Enhancing Accuracy through Structured Reflection for Reliable Tool Interactions,arXiv:2509.18847v2,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Fairness in Large Language Models: A Taxonomic Survey,10.1145/3682112.3682117,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
FaithRL: Learning to Reason Faithfully through Step-Level Faithfulness Maximization,arXiv:2602.03507v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Fake-HR1: Rethinking Reasoning of Vision Language Model for Synthetic Image Detection,arXiv:2602.10042v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Features as Rewards: Scalable Supervision for Open-Ended Tasks via Interpretability,arXiv:2602.10067v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Feedback-Driven Tool-Use Improvements in Large Language Models via Automated Build Environments,arXiv:2508.08791v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Fine-Tuning Large Language Models with User-Level Differential Privacy,arXiv:2407.07737v1,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Fine-Tuning Large Vision-Language Models as Decision-Making Agents via Reinforcement Learning,arXiv:2405.10292v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
FIRE: Frobenius-Isometry Reinitialization for Balancing the Stability-Plasticity Tradeoff,arXiv:2602.08040v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Flexible Entropy Control in RLVR with Gradient-Preserving Perspective,arXiv:2602.09782v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
"Foundation models in robotics: Applications, challenges, and the future",10.1177/02783649241281508,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
From Absolute to Relative: Rethinking Reward Shaping in Group-Based Reinforcement Learning,arXiv:2601.23058,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
From Correction to Mastery: Reinforced Distillation of Large Language Model Agents,arXiv:2509.14257v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
From Evidence to Trajectory: Abductive Reasoning Path Synthesis for Training Retrieval-Augmented Generation Agents,arXiv:2509.23071v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
From Operation to Cognition: Automatic Modeling Cognitive Dependencies from User Demonstrations for GUI Task Automation,10.1145/3706598.3713356,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
From Passive Metric to Active Signal: The Evolving Role of Uncertainty Quantification in Large Language Models,arXiv:2601.15690v1,prior_core,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
From Passive Metric to Active Signal: The Evolving Role of Uncertainty Quantification in Large Language Models,arXiv:2601.15690,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
From Pixels to Policies: Reinforcing Spatial Reasoning in Language Models for Content-Aware Layout Design,arXiv:2602.13912v2,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
From Reasoning to Super-Intelligence: A Search-Theoretic Perspective,arXiv:2507.15865,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
From screens to scenes: A survey of embodied AI in healthcare,10.1016/j.inffus.2025.103033,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
From Skills to Symbols: Learning Symbolic Representations for Abstract High-Level Planning,10.1613/jair.5575,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
GAIA -- A Large Language Model for Advanced Power Dispatch,arXiv:2408.03847v1,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Gaia2: Benchmarking LLM Agents on Dynamic and Asynchronous Environments,arXiv:2602.11964v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
General generative AI-based image augmentation method for robust rooftop PV segmentation,10.1016/j.apenergy.2024.123554,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
General learned delegation by clones,arXiv:2602.13262v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Generating Data-Driven Reasoning Rubrics for Domain-Adaptive Reward Modeling,arXiv:2602.06795v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Generating Training Data with Language Models: Towards Zero-Shot Language Understanding,arXiv:2202.04538,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Generating with Confidence: Uncertainty Quantification for Black-box Large Language Models,arXiv:2305.19187v3,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Generative AI Agents With Large Language Model for Satellite Networks via a Mixture of Experts Transmission,10.1109/jsac.2024.3459037,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
GenerativeGUI: Dynamic GUI Generation Leveraging LLMs for Enhanced User Interaction on Chat Interfaces,10.1145/3706599.3719743,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
GenSeg-R1: RL-Driven Vision-Language Grounding for Fine-Grained Referring Segmentation,arXiv:2602.09701v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
GFlowPO: Generative Flow Network as a Language Model Prompt Optimizer,arXiv:2602.03358v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
GLM: General Language Model Pretraining with Autoregressive Blank Infilling,10.18653/v1/2022.acl-long.26,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
"GLoRe: When, Where, and How to Improve LLM Reasoning via Global and Local Refinements",arXiv:2402.10963v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
GMRES: A Generalized Minimal Residual Algorithm for Solving Nonsymmetric Linear Systems,10.1137/0907058,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Goal Misgeneralization in Deep Reinforcement Learning,arXiv:2105.14111,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Goal-Conditioned Predictive Coding for Offline Reinforcement Learning,arXiv:2307.03406,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Goldilocks RL: Tuning Task Difficulty to Escape Sparse Rewards for Reasoning,arXiv:2602.14868v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Gorilla: Large Language Model Connected with Massive APIs,arXiv:2305.15334v1,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
GPT-2C,10.1145/3487351.3492723,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Grandmaster level in StarCraft II using multi-agent reinforcement learning,10.1038/s41586-019-1724-z,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Graph of Thoughts: Solving Elaborate Problems with Large Language Models,10.1609/aaai.v38i16.29720,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Graph Reasoning Paradigm: Structured and Symbolic Reasoning with Topology-Aware Reinforcement Learning for Large Language Models,arXiv:2601.12995,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Graph-O1 : Monte Carlo Tree Search with Reinforcement Learning for Text-Attributed Graph Reasoning,arXiv:2512.17912,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning,arXiv:2302.02662v5,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning,10.48550/arxiv.2302.02662,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Guide Your Agent with Adaptive Multimodal Rewards,arXiv:2309.10790,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Guided Verifier: Collaborative Multimodal Reasoning via Dynamic Process Supervision,arXiv:2602.04290v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Guiding Large Language Models via Directional Stimulus Prompting,arXiv:2302.11520v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
High Fidelity Textual User Representation over Heterogeneous Sources via Reinforcement Learning,arXiv:2602.07333v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
History Compression via Language Models in Reinforcement Learning,arXiv:2205.12258,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use,arXiv:2602.00528v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
How2Everything: Mining the Web for How-To Procedures to Evaluate and Improve LLMs,arXiv:2602.08808v1,prior_core,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Human-level control through deep reinforcement learning,10.1038/nature14236,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
ImageNet classification with deep convolutional neural networks,10.1145/3065386,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Implicit Strategic Optimization: Rethinking Long-Horizon Decision-Making in Adversarial Poker Environments,arXiv:2602.08041v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Improving Generalization in Reinforcement Learning with Mixture Regularization,arXiv:2010.10814,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Improving HPC Code Generation Capability of LLMs via Online Reinforcement Learning with Real-Machine Benchmark Rewards,arXiv:2602.12049v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Improving Vision-and-Language Navigation with Image-Text Pairs from the Web,10.1007/978-3-030-58539-6_16,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
"Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards",arXiv:2510.20867,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Inference-Time Scaling for Generalist Reward Modeling,arXiv:2504.02495v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Inferring cancer disease response from radiology reports using large language models with data augmentation and prompting,10.1093/jamia/ocad133,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
InfoAgent: Advancing Autonomous Information-Seeking Agents,arXiv:2509.25189v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Integrated task and motion planning in belief space,10.1177/0278364913484072,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Integrating symbolic and geometric planning for mobile manipulation,10.1109/ssrr.2009.5424160,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
"Intelligenza artificiale generativa nella medicina di laboratorio: innovazioni, limiti e considerazioni etiche",10.23736/s0393-0564.24.00003-0,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
