Title,Authors,Year,Venue,ArXiv_or_DOI,Primary_Reason_Excluded,Verification_Provider,Verification_URL,Provenance
Secrets of RLHF in Large Language Models Part I: PPO,"Rui Zheng, Shihan Dou, Songyang Gao, Yuan Hua, Wei Shen, Binghai Wang, Yan Liu, Senjie Jin, Qin Liu, Yuhao Zhou, Limao Xiong, Lu Chen, Zhiheng Xi, Nuo Xu, Wenbin Lai, Minghao Zhu, Cheng Chang, Zhangyue Yin, Rongxiang Weng, Wensen Cheng, Haoran Huang, Tianxiang Sun, Hang Yan, Tao Gui, Qi Zhang, Xipeng Qiu, Xuanjing Huang",2023,ArXiv,arXiv:2307.04964v2,Title indicates RL-for-LLM alignment/post-training focus,arxiv,https://arxiv.org/abs/2307.04964v2,papers.csv
Okapi: Instruction-tuned Large Language Models in Multiple Languages with Reinforcement Learning from Human Feedback,"Viet Dac Lai, Chien Van Nguyen, Nghia Trung Ngo, Thuat Nguyen, Franck Dernoncourt, Ryan A. Rossi, Thien Huu Nguyen",2023,ArXiv,arXiv:2307.16039v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2307.16039v2,papers.csv
Reinforced Self-Training (ReST) for Language Modeling,"Çaǧlar Gülçehre, Tom Le Paine, Srivatsan Srinivasan, Ksenia Konyushkova, Lotte Weerts, Abhishek Sharma, Aditya Siddhant, Alex Ahern, Miaosen Wang, Chenjie Gu, Wolfgang Macherey, Randal Douc, Orhan Fırat, Nando de Freitas",2023,arXiv (Cornell University),arXiv:2308.08998,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4386080611,papers.csv
Understanding the Effects of RLHF on LLM Generalisation and Diversity,"Robert Kirk, Ishita Mediratta, Christoforos Nalmpantis, Jelena Luketina, Eric Hambro, Edward Grefenstette, Roberta Raileanu",2023,ArXiv,arXiv:2310.06452v3,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2310.06452v3,papers.csv
The Unlocking Spell on Base LLMs: Rethinking Alignment via In-Context Learning,"Bill Yuchen Lin, Abhilasha Ravichander, Ximing Lu, Nouha Dziri, Melanie Sclar, Khyathi Chandu, Chandra Bhagavatula, Yejin Choi",2023,ArXiv,arXiv:2312.01552v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2312.01552v1,papers.csv
Statistical Rejection Sampling Improves Preference Optimization,"Tianqi Liu, Yao Zhao, Rishabh Joshi, Misha Khalman, Mohammad Saleh, Peter J. Liu, Jialu Liu",2023,ArXiv,arXiv:2309.06657v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2309.06657v2,papers.csv
Personalized Soups: Personalized Large Language Model Alignment via Post-hoc Parameter Merging,"Joel Jang, Seungone Kim, Bill Yuchen Lin, Yizhong Wang, Jack Hessel, Luke Zettlemoyer, Hannaneh Hajishirzi, Yejin Choi, Prithviraj Ammanabrolu",2023,ArXiv,arXiv:2310.11564v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2310.11564v1,papers.csv|pdf_ref
"ReMax: A Simple, Effective, and Efficient Reinforcement Learning Method for Aligning Large Language Models","Ziniu Li, Tian Xu, Yushun Zhang, Zhihang Lin, Yang Yu, Ruoyu Sun, Zhi-Quan Luo",2023,ArXiv,arXiv:2310.10505v4,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2310.10505v4,papers.csv
Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,"Juan Rocamonde, Victoriano Montesinos, Elvis Nava, Ethan Perez, David Lindner",2023,ArXiv,arXiv:2310.12921v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2310.12921v2,papers.csv|pdf_ref
Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,"Juan Rocamonde, Victoriano Montesinos, Elvis Nava, Ethan Perez, David Lindner",2023,arXiv (Cornell University),arXiv:2310.12921,RL used primarily to improve LLM behavior,openalex,https://openalex.org/W4387839182,papers.csv|pdf_ref
Pairwise Proximal Policy Optimization: Harnessing Relative Feedback for LLM Alignment,"Tianhao Wu, Banghua Zhu, Ruoyu Zhang, Zhaojin Wen, Kannan Ramchandran, Jiantao Jiao",2023,ArXiv,arXiv:2310.00212v3,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2310.00212v3,papers.csv
Aligning Large Language Models with Human Preferences through Representation Engineering,"Wenhao Liu, Xiaohua Wang, Muling Wu, Tianlong Li, Changze Lv, Zixuan Ling, Jianhao Zhu, Cenyuan Zhang, Xiaoqing Zheng, Xuanjing Huang",2023,ArXiv,arXiv:2312.15997v3,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2312.15997v3,papers.csv
Beyond Reverse KL: Generalizing Direct Preference Optimization with Diverse Divergence Constraints,"Chaoqi Wang, Yibo Jiang, Chenghao Yang, Han Liu, Yuxin Chen",2023,ArXiv,arXiv:2309.16240v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2309.16240v1,papers.csv
Nash Learning from Human Feedback,"Rémi Munos, Michal Valko, Daniele Calandriello, Mohammad Gheshlaghi Azar, Mark Rowland, Zhaohan Daniel Guo, Yunhao Tang, Matthieu Geist, Thomas Mesnard, Andrea Michi, Marco Selvi, Sertan Girgin, Nikola Momchev, Olivier Bachem, Daniel J. Mankowitz, Doina Precup, Bilal Piot",2023,ArXiv,arXiv:2312.00886v4,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2312.00886v4,papers.csv
Reward Model Ensembles Help Mitigate Overoptimization,"Thomas Coste, Usman Anwar, Robert Kirk, David Krueger",2023,ArXiv,arXiv:2310.02743v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2310.02743v2,papers.csv|pdf_ref
Iterative Preference Learning from Human Feedback: Bridging Theory and Practice for RLHF under KL-Constraint,"Wei Xiong, Hanze Dong, Chenlu Ye, Han Zhong, Nan Jiang, Tong Zhang, Jiang, Nan, Zhang, Tong",2023,arXiv (Cornell University),arXiv:2312.11456,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4389974747,papers.csv
SALMON: Self-Alignment with Instructable Reward Models,"Zhiqing Sun, Yikang Shen, Hongxin Zhang, Qinhong Zhou, Zhenfang Chen, David Cox, Yiming Yang, Chuang Gan",2023,arXiv (Cornell University),arXiv:2310.05910,Primarily RL-based post-training/alignment for LLMs,openalex,https://openalex.org/W4387560550,papers.csv
Training language models to follow instructions with human feedback,"Long Ouyang, Jeff Wu, Xu Jiang, Diogo Almeida, Carroll L. Wainwright, Pamela Mishkin, Chong Zhang, Sandhini Agarwal, Katarina Slama, Alex Ray, John Schulman, Jacob Hilton, Fraser Kelton, Luke E. Miller, Maddie Simens, Amanda Askell, Peter Welinder, Paul Christiano, Jan Leike, Ryan Lowe",2022,arXiv (Cornell University),arXiv:2203.02155,RL used primarily to improve LLM behavior,openalex,https://openalex.org/W4226278401,citation_expand|papers.csv|pdf_ref
Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,"Yuntao Bai, Andy Jones, Kamal Ndousse, Amanda Askell, Anna Chen, Nova DasSarma, Dawn Drain, Stanislav Fort, Deep Ganguli, Tom Henighan, Nicholas Joseph, Saurav Kadavath, Jackson Kernion, Tom Conerly, Sheer El-Showk, Nelson Elhage, Zac Hatfield-Dodds, Danny Hernandez, Tristan Hume, Scott Johnston, Shauna Kravec, Liane Lovitt, Neel Nanda, Catherine Olsson, Dario Amodei, Tom Brown, Jack Clark, Sam McCandlish, Chris Olah, Ben Mann, Jared Kaplan",2022,ArXiv,arXiv:2204.05862v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2204.05862v1,papers.csv
"Is Reinforcement Learning (Not) for Natural Language Processing: Benchmarks, Baselines, and Building Blocks for Natural Language Policy Optimization","Rajkumar Ramamurthy, Prithviraj Ammanabrolu, Kianté Brantley, Jack Hessel, Rafet Sifa, Christian Bauckhage, Hannaneh Hajishirzi, Yejin Choi",2022,ArXiv,arXiv:2210.01241v3,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2210.01241v3,papers.csv
Quark: Controllable Text Generation with Reinforced Unlearning,"Ximing Lu, Sean Welleck, Jack Hessel, Liwei Jiang, Lianhui Qin, Peter West, Prithviraj Ammanabrolu, Yejin Choi",2022,ArXiv,arXiv:2205.13636v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2205.13636v2,papers.csv
Learning to summarize from human feedback,Nisan Stiennon,2020,arXiv (Cornell University),arXiv:2009.01325,Primarily RL-for-LLM alignment/fine-tuning content,openalex,https://openalex.org/W3082115681,pdf_ref
