Title,Authors,Year,Venue,ArXiv_or_DOI,Why_Borderline,Verification_Provider,Verification_URL,Provenance
ReST-MCTS*: LLM Self-Training via Process Reward Guided Tree Search,"Dan Zhang, Sining Zhoubian, Ziniu Hu, Yisong Yue, Yuxiao Dong, Jie Tang",2024,ArXiv,arXiv:2406.03816v3,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2406.03816v3,papers.csv
Toward Robust Multimodal Learning using Multimodal Foundational Models,"Xianbing Zhao, Soujanya Poria, Xuejiao Li, Yixin Chen, Buzhou Tang",2024,ArXiv,arXiv:2401.13697v1,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2401.13697v1,pdf_ref
"Cancer statistics, 2023","Rebecca L. Siegel, Kimberly D. Miller, Nikita Sandeep Wagle, Ahmedin Jemal",2023,CA A Cancer Journal for Clinicians,10.3322/caac.21763,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=web/tool-interaction environments)",openalex,https://openalex.org/W4315754639,pdf_ref
LLaMA: Open and Efficient Foundation Language Models,"Hugo Touvron, Thibaut Lavril, Gautier Izacard, Xavier Martinet, Marie-Anne Lachaux, Timothée Lacroix, Baptiste Rozière, Naman Goyal, Eric Hambro, Faisal Azhar, Aurelien Rodriguez, Armand Joulin, Édouard Grave, Guillaume Lample",2023,arXiv (Cornell University),arXiv:2302.13971,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4322718191,papers.csv|pdf_ref
Large language models in medicine,"Arun James Thirunavukarasu, Darren Shu Jeng Ting, Kabilan Elangovan, Laura Gutiérrez, Ting Fang Tan, Daniel Shu Wei Ting",2023,Nature Medicine,10.1038/s41591-023-02448-8,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4384561707,papers.csv|pdf_ref
Mamba: Linear-Time Sequence Modeling with Selective State Spaces,"Albert Gu, Tri Dao",2023,ArXiv,arXiv:2312.00752v2,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=missing)",arxiv,https://arxiv.org/abs/2312.00752v2,pdf_ref
Autonomous chemical research with large language models,"Daniil A. Boiko, Robert MacKnight, Ben Kline, Gabriel dos Passos Gomes",2023,Nature,10.1038/s41586-023-06792-0,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4389991792,papers.csv|pdf_ref
ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,"Ishika Singh, Valts Blukis, Arsalan Mousavian, Ankit Goyal, Danfei Xu, Jonathan Tremblay, Dieter Fox, Jesse Thomason, Animesh Garg",2023,Unknown venue,10.1109/icra48891.2023.10161317,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4383108457,citation_expand|papers.csv|pdf_ref
A Survey of Visual Transformers,"Yang Liu, Yao Zhang, Yixin Wang, Feng Hou, Jin Yuan, Jiang Tian, Y.S. Zhang, Zhongchao Shi, Jianping Fan, Zhiqiang He",2023,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2022.3227717,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4226512186,pdf_ref
Emergent analogical reasoning in large language models,"Taylor W. Webb, Keith J. Holyoak, Hongjing Lu",2023,Nature Human Behaviour,10.1038/s41562-023-01659-w,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=missing)",openalex,https://openalex.org/W4385430086,papers.csv|pdf_ref
LLM-Planner: Few-Shot Grounded Planning for Embodied Agents with Large Language Models,"Chan Hee Song, Brian M. Sadler, Jiaman Wu, Wei‐Lun Chao, Clayton Washington, Yu Su",2023,Unknown venue,10.1109/iccv51070.2023.00280,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4390874280,papers.csv|pdf_ref
Visual Language Maps for Robot Navigation,"Chenguang Huang, Oier Mees, Andy Zeng, Wolfram Burgard",2023,Unknown venue,10.1109/icra48891.2023.10160969,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4383108296,citation_expand
Measuring and Narrowing the Compositionality Gap in Language Models,"Ofir Press, Muru Zhang, Sewon Min, Ludwig Schmidt, Noah A. Smith, Michael Lewis",2023,Unknown venue,10.18653/v1/2023.findings-emnlp.378,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=web/tool-interaction environments)",openalex,https://openalex.org/W4389520103,citation_expand|papers.csv
Should ChatGPT be Biased? Challenges and Risks of Bias in Large Language Models,Emilio Ferrara,2023,ArXiv,arXiv:2304.03738v3,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2304.03738v3,papers.csv|pdf_ref
Text2Motion: from natural language instructions to feasible plans,"Kevin Lin, Christopher Agia, Toki Migimatsu, Marco Pavone, Jeannette Bohg",2023,Autonomous Robots,10.1007/s10514-023-10131-7,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4388660746,citation_expand
TidyBot: personalized robot assistance with large language models,"Jimmy Wu, Rika Antonova, Adam Kan, Marion Lepert, Andy Zeng, Shuran Song, Jeannette Bohg, Szymon Rusinkiewicz, Thomas Funkhouser",2023,Autonomous Robots,10.1007/s10514-023-10139-z,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W4388720459,citation_expand|papers.csv|pdf_ref
Larger language models do in-context learning differently,"Jerry Wei, Jason Wei, Yi Tay, Dustin Tran, Albert Webson, Yifeng Lu, Xinyun Chen, Hanxiao Liu, Da Huang, Denny Zhou, Tengyu Ma",2023,ArXiv,arXiv:2303.03846v2,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2303.03846v2,papers.csv|pdf_ref
Gorilla: Large Language Model Connected with Massive APIs,"Shishir G. Patil, Tianjun Zhang, Xin Wang, Joseph E. Gonzalez",2023,ArXiv,arXiv:2305.15334v1,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=web/tool-interaction environments)",arxiv,https://arxiv.org/abs/2305.15334v1,papers.csv|pdf_ref
Emergent autonomous scientific research capabilities of large language models,"Daniil A. Boiko, Robert MacKnight, Gabe Gomes",2023,ArXiv,arXiv:2304.05332v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2304.05332v1,papers.csv|pdf_ref
ProgPrompt: program generation for situated robot task planning using large language models,"Ishika Singh, Valts Blukis, Arsalan Mousavian, Ankit Goyal, Danfei Xu, Jonathan Tremblay, Dieter Fox, Jesse Thomason, Animesh Garg",2023,Autonomous Robots,10.1007/s10514-023-10135-3,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4386215566,papers.csv|pdf_ref
Eureka: Human-Level Reward Design via Coding Large Language Models,"Yecheng Jason Ma, William Liang, Guanzhi Wang, De-An Huang, Osbert Bastani, Dinesh Jayaraman, Yuke Zhu, Linxi Fan, Anima Anandkumar",2023,ArXiv,arXiv:2310.12931v2,Scope leak markers present: RLHF,arxiv,https://arxiv.org/abs/2310.12931v2,papers.csv|pdf_ref|targeted_search
Eureka: Human-Level Reward Design via Coding Large Language Models,"Yecheng Jason Ma, William Liang, Guanzhi Wang, De-An Huang, Osbert Bastani, Dinesh Jayaraman, Yuke Zhu, Linxi Fan, Anima Anandkumar",2023,arXiv (Cornell University),arXiv:2310.12931,Scope leak markers present: RLHF,openalex,https://openalex.org/W4387839203,papers.csv|pdf_ref
Multimodal transformer with adaptive modality weighting for multimodal sentiment analysis,"Yifeng Wang, Jiahao He, Di Wang, Quan Wang, Bo Wan, Xuemei Luo",2023,Neurocomputing,10.1016/j.neucom.2023.127181,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4390367337,pdf_ref
Generating with Confidence: Uncertainty Quantification for Black-box Large Language Models,"Zhen Lin, Shubhendu Trivedi, Jimeng Sun",2023,ArXiv,arXiv:2305.19187v3,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2305.19187v3,papers.csv|pdf_ref
Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,"Patrick Fernandes, Aman Madaan, Emmy Liu, António Farinhas, Pedro Henrique Martins, Amanda Bertsch, José G. C. de Souza, Shuyan Zhou, Tongshuang Wu, Graham Neubig, André F. T. Martins",2023,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00626,"Insufficient concrete detail for summary (role=LLM verifier/critic, setting=missing, domain=web/navigation environments)",openalex,https://openalex.org/W4390035079,citation_expand
Guiding Large Language Models via Directional Stimulus Prompting,"Zekun Li, Baolin Peng, Pengcheng He, Michel Galley, Jianfeng Gao, Xifeng Yan",2023,ArXiv,arXiv:2302.11520v4,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2302.11520v4,papers.csv|pdf_ref
Precedent-Enhanced Legal Judgment Prediction with LLM and Domain-Model Collaboration,"Yiquan Wu, Siying Zhou, Yifei Liu, Weiming Lü, Xiaozhong Liu, Yating Zhang, Changlong Sun, Fei Wu, Kun Kuang",2023,Unknown venue,10.18653/v1/2023.emnlp-main.740,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4389520406,citation_expand|pdf_ref
Robotic Skill Acquisition via Instruction Augmentation with Vision-Language Models,"Ted Xiao, Harris Chan, Pierre Sermanet, Ayzaan Wahid, Anthony Brohan, Karol Hausman, Sergey Levine, Jonathan Tompson",2023,Unknown venue,10.15607/rss.2023.xix.029,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4385430559,papers.csv|pdf_ref
Reward Design with Language Models,"Minae Kwon, Sang Michael Xie, Kalesha Bullard, Dorsa Sadigh",2023,arXiv (Cornell University),arXiv:2303.00001,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4322825501,papers.csv|pdf_ref
Collaborating with language models for embodied reasoning,"Ishita Dasgupta, Christine Kaeser-Chen, Kenneth Marino, Arun Ahuja, Sheila Babayan, Felix Hill, Rob Fergus",2023,ArXiv,arXiv:2302.00763v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2302.00763v1,papers.csv
Large Language Model Unlearning,"Yuanshun Yao, Xiaojun Xu, Yang Liu",2023,ArXiv,arXiv:2310.10683v2,"Scope leak markers present: RLHF, Alignment",arxiv,https://arxiv.org/abs/2310.10683v2,papers.csv|pdf_ref
SkipDecode: Autoregressive Skip Decoding with Batching and Caching for Efficient LLM Inference,"Luciano Del Corro, Allie Del Giorno, Sahaj Agarwal, Bin Yu, Ahmed Awadallah, Subhabrata Mukherjee",2023,ArXiv,arXiv:2307.02628v1,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2307.02628v1,pdf_ref
MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models,"Deepak Nathani, David Wang, Liangming Pan, William Yang Wang",2023,Unknown venue,10.18653/v1/2023.emnlp-main.407,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4389520676,citation_expand|papers.csv|pdf_ref
Self-Refined Large Language Model as Automated Reward Function Designer for Deep Reinforcement Learning in Robotics,"Jiayang Song, Zhehua Zhou, Jiawei Liu, Chunrong Fang, Zhan Shu, Lei Ma",2023,arXiv (Cornell University),arXiv:2309.06687,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4386793443,papers.csv|pdf_ref
Learning to Generate Better Than Your LLM,"Jonathan D. Chang, Kiante Brantley, Rajkumar Ramamurthy, Dipendra Misra, Wen Sun",2023,ArXiv,arXiv:2306.11816v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2306.11816v2,papers.csv
Testing Language Model Agents Safely in the Wild,"Silen Naihin, David Atkinson, Marc Green, Merwane Hamadi, Craig Swift, Douglas Schonholtz, Adam Tauman Kalai, David Bau",2023,ArXiv,arXiv:2311.10538v3,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2311.10538v3,pdf_ref
RE-MOVE: An Adaptive Policy Design for Robotic Navigation Tasks in Dynamic Environments via Language-Based Feedback,"Souradip Chakraborty, Kasun Weerakoon, Prithvi Poddar, Pratap Tokekar, Amrit Singh Bedi, Dinesh Manocha, Tokekar, Pratap, Bedi, Amrit Singh, Manocha, Dinesh",2023,arXiv (Cornell University),arXiv:2303.07622,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4327525108,pdf_ref
REBEL: Reward Regularization-Based Approach for Robotic Reinforcement Learning from Human Feedback,"Souradip Chakraborty, Anukriti Singh, Amisha Bhaskar, Pratap Tokekar, Dinesh Manocha, Amrit Singh Bedi",2023,ArXiv,arXiv:2312.14436v3,"Scope leak markers present: RLHF, Alignment",arxiv,https://arxiv.org/abs/2312.14436v3,papers.csv|pdf_ref
LanGWM: Language Grounded World Model,"Rudra P. K. Poudel, Harit Pandya, Chao Zhang, Roberto Cipolla",2023,arXiv (Cornell University),arXiv:2311.17593,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4389217671,pdf_ref
Emergent Abilities of Large Language Models,"Jason Lee, Yi Tay, Rishi Bommasani, Colin Raffel, Barret Zoph, Sebastian Borgeaud, Dani Yogatama, Maarten Bosma, Denny Zhou, Donald Metzler, Ed H., Tatsunori Hashimoto, Oriol Vinyals, Percy Liang, Jeff Dean, William Fedus",2022,arXiv (Cornell University),arXiv:2206.07682,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4283026156,papers.csv|pdf_ref
GLM: General Language Model Pretraining with Autoregressive Blank Infilling,"Zhengxiao Du, Yujie Qian, Xiao Liu, Ming Ding, Jiezhong Qiu, Zhilin Yang, Jie Tang",2022,Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),10.18653/v1/2022.acl-long.26,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4285294723,citation_expand|pdf_ref
Training Compute-Optimal Large Language Models,"Jordan Hoffmann, Sebastian Borgeaud, Arthur Mensch, Elena Buchatskaya, Trevor Cai, Eliza Rutherford, Diego de Las Casas, Lisa Anne Hendricks, Johannes Welbl, Aidan Clark, Tom Hennigan, Eric Noland, Katie Millican, George van den Driessche, Bogdan Damoc, Aurelia Guy, Simon Osindero, Karen Simonyan, Erich Elsen, Jack W. Rae, Oriol Vinyals, Laurent Sifre",2022,arXiv (Cornell University),arXiv:2203.15556,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4225591000,papers.csv|pdf_ref
"Ego4D: Around the World in 3,000 Hours of Egocentric Video","Kristen Grauman, Andrew Westbury, Eugene H. Byrne, Zachary Chavis, Antonino Furnari, Rohit Girdhar, Jackson Hamburger, Hao Jiang, Miao Liu, Xingyu Liu, Miguel Martin, Tushar Nagarajan, Ilija Radosavovic, Santhosh Kumar Ramakrishnan, Fiona Ryan, Jayant Sharma, Michael Wray, Mengmeng Xu, Zhongcong Xu, Chen Zhao, Siddhant Bansal, Dhruv Batra, Vincent Cartillier, Sean Crane, Tien Do, Morrie Doulaty, Akshay Erapalli, Christoph Feichtenhofer, Adriano Fragomeni, Qichen Fu, Abrham Gebreselasie, Cristina González, J P Hillis, Xuhua Huang, Yifei Huang, Wenqi Jia, Weslie Khoo, Jachym Kolar, Satwik Kottur, Anurag Kumar, Federico Landini, Chao Li, Yanghao Li, Zhenqiang Li, Karttikeya Mangalam, Raghava Modhugu, Jonathan Munro, Tullie Murrell, Takumi Nishiyasu, Will Price, Paola Ruiz Puentes, Merey Ramazanova, Leda Sarı, Kiran Somasundaram, Audrey Southerland, Yusuke Sugano, Ruijie Tao, Minh Thanh Vo, Yuchen Wang, Xindi Wu, Takuma Yagi, Ziwei Zhao, Yunyi Zhu, Pablo Arbeláez, David Crandall, Dima Damen, Giovanni Maria Farinella, Christian Fuegen, Bernard Ghanem, Vamsi Krishna Ithapu, C. V. Jawahar, Hanbyul Joo, Kris Kitani, Haizhou Li, Richard Newcombe, Aude Oliva, Hyun Soo Park, James M. Rehg, Yoichi Sato, Jianbo Shi, Mike Zheng Shou, Antonio Torralba, Lorenzo Torresani, Mingfei Yan, Jitendra Malik",2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01842,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W3205786327,pdf_ref
"Deep learning, reinforcement learning, and world models","Yutaka Matsuo, Yann LeCun, Maneesh Sahani, Doina Precup, David Silver, Masashi Sugiyama, Eiji Uchibe, Jun Morimoto",2022,Neural Networks,10.1016/j.neunet.2022.03.037,"Insufficient concrete detail for summary (role=LLM world model/simulator, setting=model-based RL, domain=missing)",openalex,https://openalex.org/W4224220194,papers.csv|pdf_ref
Towards Reasoning in Large Language Models: A Survey,"Jie Huang, Kevin Chen-Chuan Chang",2022,ArXiv,arXiv:2212.10403v2,"Insufficient concrete detail for summary (role=LLM verifier/critic, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2212.10403v2,papers.csv|pdf_ref
What learning algorithm is in-context learning? Investigations with linear models,"Ekin Akyürek, Dale Schuurmans, Jacob Andreas, Tengyu Ma, Denny Zhou",2022,arXiv (Cornell University),arXiv:2211.15661,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4310509152,pdf_ref
R3M: A Universal Visual Representation for Robot Manipulation,"Suraj Nair, Aravind Rajeswaran, Vikash Kumar, Chelsea Finn, Abhinav Gupta",2022,ArXiv,arXiv:2203.12601v3,Scope leak markers present: Alignment,arxiv,https://arxiv.org/abs/2203.12601v3,pdf_ref
Generating Training Data with Language Models: Towards Zero-Shot Language Understanding,"Meng Yu, Jiaxin Huang, Yu Zhang, Jiawei Han",2022,arXiv (Cornell University),arXiv:2202.04538,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4221149883,citation_expand|papers.csv
Scaling Laws for Reward Model Overoptimization,"Leo Gao, John Schulman, Jacob Hilton",2022,arXiv (Cornell University),arXiv:2210.10760,Scope leak markers present: Alignment,openalex,https://openalex.org/W4307001524,papers.csv|pdf_ref
A Survey of Explainable Reinforcement Learning,"Stephanie Milani, Nicholay Topin, Manuela Veloso, Fei Fang",2022,arXiv (Cornell University),arXiv:2202.08434,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4225834215,papers.csv|pdf_ref
Prompter: Utilizing Large Language Model Prompting for a Data Efficient Embodied Instruction Following,"Yuki Inoue, Hiroki Ohashi",2022,ArXiv,arXiv:2211.03267v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2211.03267v2,papers.csv|pdf_ref
Parameter-Efficient Mixture-of-Experts Architecture for Pre-trained Language Models,"Ze-Feng Gao, Peiyu Liu, Wayne Xin Zhao, Zhong-Yi Lu, Ji-Rong Wen",2022,ArXiv,arXiv:2203.01104v4,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",arxiv,https://arxiv.org/abs/2203.01104v4,papers.csv|pdf_ref
Can Wikipedia Help Offline Reinforcement Learning?,"Machel Reid, Yutaro Yamada, Shixiang Gu",2022,arXiv (Cornell University),arXiv:2201.12122,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4221142845,pdf_ref
History Compression via Language Models in Reinforcement Learning,"Fabian Paischer, Thomas Adler, Vihang Patil, Angela Bitto-Nemling, Markus Holzleitner, Sebastian Lehner, Hamid Eghbal-zadeh, Sepp Hochreiter",2022,arXiv (Cornell University),arXiv:2205.12258,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4281554051,papers.csv|pdf_ref
Learning Transferable Visual Models From Natural Language Supervision,"Alec Radford, Jong Wook Kim, Chris Hallacy, Aditya Ramesh, Gabriel Goh, Sandhini Agarwal, Girish Sastry, Amanda Askell, Pamela Mishkin, Jack Clark, Gretchen Krueger, Ilya Sutskever",2021,arXiv (Cornell University),arXiv:2103.00020,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W3135367836,papers.csv|pdf_ref
LoRA: Low-Rank Adaptation of Large Language Models,"J. Edward Hu, Yelong Shen, Phillip Wallis, Zeyuan Allen-Zhu, Yuanzhi Li, Shean Wang, Weizhu Chen, Chen, Weizhu",2021,arXiv (Cornell University),arXiv:2106.09685,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W3168867926,papers.csv|pdf_ref
A Survey on Curriculum Learning,"Xin Wang, Yudong Chen, Wenwu Zhu",2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2021.3069908,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W3142849873,citation_expand
Multitask Prompted Training Enables Zero-Shot Task Generalization,"Victor Sanh, Albert Webson, Colin Raffel, Stephen H. Bach, Lintang Sutawika, Zaid Alyafeai, Antoine Chaffin, Arnaud Stiegler, Teven Le Scao, Arun Raja, Manan Dey, M Saiful Bari, Canwen Xu, Urmish Thakker, Shanya Sharma Sharma, Eliza Szczechla, Taewoon Kim, Gunjan Chhablani, Nihal Nayak, Debajyoti Datta, Jonathan Chang, Mike Tian-Jian Jiang, Han Wang, Matteo Manica, Sheng Shen, Zheng Xin Yong, Harshit Pandey, Rachel Bawden, Thomas Wang, Trishala Neeraj, Jos Rozen, Abheesht Sharma, Andrea Santilli, Thibault Fevry, Jason Alan Fries, Ryan Teehan, Tali Bers, Stella Biderman, Leo Gao, Thomas Wolf, Alexander M. Rush",2021,ArXiv,arXiv:2110.08207v3,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2110.08207v3,pdf_ref
Decision Transformer: Reinforcement Learning via Sequence Modeling,"Lili Chen, Kevin Lü, Aravind Rajeswaran, Kimin Lee, Aditya Grover, Michael Laskin, Pieter Abbeel, Aravind Srinivas, Igor Mordatch",2021,arXiv (Cornell University),arXiv:2106.01345,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W3169291081,papers.csv|pdf_ref
Reward Function Design in Reinforcement Learning,Jonas Eschmann,2021,Studies in computational intelligence,10.1007/978-3-030-41188-6_3,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",openalex,https://openalex.org/W3119264617,papers.csv|pdf_ref
Goal Misgeneralization in Deep Reinforcement Learning,"Lauro Langosco, Jack C. Koch, Lee Sharkey, Jacob Pfau, Laurent Orseau, David Krueger",2021,arXiv (Cornell University),arXiv:2105.14111,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4287164755,pdf_ref
Language Models are Few-Shot Learners,"T. B. Brown, Benjamin Mann, Nick Ryder, Melanie Subbiah, Jared Kaplan, Prafulla Dhariwal, Arvind Neelakantan, Pranav Shyam, Girish Sastry, Amanda Askell, Sandhini Agarwal, Ariel Herbert-Voss, Gretchen Krueger, Tom Henighan, Rewon Child, Aditya Ramesh, Daniel M. Ziegler, Jeffrey Wu, Clemens Winter, Christopher Hesse, Mark Chen, Eric J. Sigler, Mateusz Litwin, Scott Gray, Benjamin Chess, Jack Clark, Christopher Berner, Sam McCandlish, Alec Radford, Ilya Sutskever, Dario Amodei",2020,arXiv (Cornell University),arXiv:2005.14165,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=web/navigation environments)",openalex,https://openalex.org/W3030163527,papers.csv|pdf_ref
Scaling Laws for Neural Language Models,"Jared Kaplan, Sam McCandlish, Tom Henighan, T. B. Brown, Benjamin Chess, Rewon Child, Scott Gray, Alec Radford, Jeffrey Wu, Dario Amodei",2020,arXiv (Cornell University),arXiv:2001.08361,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W3001279689,papers.csv|pdf_ref
Improving Vision-and-Language Navigation with Image-Text Pairs from the Web,"Arjun Majumdar, Ayush Shrivastava, Stefan Lee, Peter Anderson, Devi Parikh, Dhruv Batra",2020,Lecture notes in computer science,10.1007/978-3-030-58539-6_16,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=web/navigation environments)",openalex,https://openalex.org/W3023306062,pdf_ref
Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,"Patrick Lewis, Ethan Perez, Aleksandra Piktus, Fabio Petroni, Vladimir Karpukhin, Naman Goyal, Heinrich Küttler, Mike Lewis, Wen-tau Yih, Tim Rocktäschel, Sebastian Riedel, Douwe Kiela",2020,ArXiv,arXiv:2005.11401v4,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",arxiv,https://arxiv.org/abs/2005.11401v4,papers.csv|pdf_ref
"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter","Victor Sanh, Lysandre Debut, Julien Chaumond, Thomas Wolf",2019,ArXiv,arXiv:1910.01108v4,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/1910.01108v4,pdf_ref
Transformer-XL: Attentive Language Models Beyond a Fixed-Length Context,"Zihang Dai, Zhilin Yang, Yiming Yang, Jaime Carbonell, Quoc V. Le, Ruslan Salakhutdinov",2019,ArXiv,arXiv:1901.02860v3,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",arxiv,https://arxiv.org/abs/1901.02860v3,papers.csv|pdf_ref
BERTScore: Evaluating Text Generation with BERT,"Tianyi Zhang, Varsha Kishore, Felix Wu, Kilian Q. Weinberger, Yoav Artzi",2019,arXiv (Cornell University),arXiv:1904.09675,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W2936695845,citation_expand
Natural Questions: A Benchmark for Question Answering Research,"Tom Kwiatkowski, Jennimaria Palomaki, Olivia Redfield, Michael Collins, Ankur P. Parikh, Chris Alberti, Danielle Epstein, Illia Polosukhin, Jacob Devlin, Kenton Lee, Kristina Toutanova, Llion Jones, Matthew Kelcey, Ming‐Wei Chang, Andrew M. Dai, Jakob Uszkoreit, Quoc V. Le, Slav Petrov",2019,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00276,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=web/tool-interaction environments)",openalex,https://openalex.org/W2912924812,citation_expand
