Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Verification_Provider,Verification_URL,Verification_Confidence,Provenance
SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent,"Wenlin Zhong, Jinluan Yang, Yiquan Wu, Yi Liu, Jianhang Yao, Kun Kuang",2026,ArXiv,arXiv:2602.11551v1,Policy|Reward|CreditAssignment|Exploration|Reasoning|Verifier|LanguageConditioning|Architecture,"For SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on language-conditioned control tasks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: SIGHT: Reinforcement Learning with Self-Evidence and Information-Gain Diverse Branching for Search Agent uses a LLM reward module to support RL policy learning and control in language-conditioned control tasks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.11551v1,High,targeted_search
SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling,"Association for Artificial Intelligence 2026, Iryna Gurevych, Md Imbesat Hassan Rizvi, Xiaodan Zhu",2026,Underline Science Inc.,10.48448/0js4-fm43,Reward|DatasetGeneration|OfflineRL|Reasoning|TreeSearch|Verifier|Architecture,"SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling inserts a LLM reward module directly into the RL loop. It studies offline RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on offline RL benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within offline RL on offline RL benchmarks tasks, as shown in SPARE: Single-Pass Annotation with Reference-Guided Evaluation for Automatic Process Supervision and Reward Modelling.",LLM_for_RL,openalex,https://openalex.org/W7128715268,High,targeted_search
The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents,"Weihao Xuan, Qingcheng Zeng, Heli Qi, Yunze Xiao, Junjue Wang, Naoto Yokoya",2026,ArXiv,arXiv:2601.07264v1,Policy|Reward|CreditAssignment|Exploration|ToolUse|Reasoning|Verifier|Architecture,"For The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/navigation environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents uses a LLM reward module to support RL policy learning and control in web/navigation environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.07264v1,High,targeted_search
WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,"Hao Bai, Alexey Taymanov, Tong Zhang, Aviral Kumar, Spencer Whitehead",2026,ArXiv,arXiv:2601.02439v3,Policy|Reward|Architecture|AgentTraining,"For WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as tool-interactive RL agent training, making the LLM function part of control, reward, or planning computations. Experiments on web/navigation environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks uses a LLM reward module to support RL policy learning and control in web/navigation environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.02439v3,High,targeted_search
Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment,"Punit Kumar, Vaibhav Saran, Divyesh Patel, Nitin Kulkarni, Alina Vereshchaka",2026,ArXiv,arXiv:2601.14228v1,Policy|DatasetGeneration|OfflineRL|Architecture,"Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment inserts a LLM-guided policy component directly into the RL loop. It studies offline RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on offline RL benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM-guided policy component within offline RL on offline RL benchmarks tasks, as shown in Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.14228v1,High,targeted_search
Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search,"Ping Guo, Chao Li, Yinglan Feng, Chaoning Zhang",2026,ArXiv,arXiv:2601.06845v1,Policy|Reward|Exploration|ToolUse|Architecture,"Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search inserts a LLM reward module directly into the RL loop. It studies reward-shaping RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within reward-shaping RL on web/tool-interaction environments tasks, as shown in Code Evolution for Control: Synthesizing Policies via LLM-Driven Evolutionary Search. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.06845v1,High,targeted_search
LACONIC: Length-Aware Constrained Reinforcement Learning for LLM,"Chang Liu, Yiran Zhao, Lawrence Liu, Yaoqi Ye, Csaba Szepesvári, Lin F. Yang",2026,ArXiv,arXiv:2602.14468v1,Policy|Reward|DatasetGeneration|ToolUse|Reasoning|Architecture,"In this work, LACONIC: Length-Aware Constrained Reinforcement Learning for LLM uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","LACONIC: Length-Aware Constrained Reinforcement Learning for LLM belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.14468v1,High,targeted_search
LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization,"Boxiao Wang, Kai Li, Tianyi Liu, Chen Li, Junzhe Wang, Yifan Zhang, Jian Cheng",2026,ArXiv,arXiv:2602.10576v1,Policy|CreditAssignment|Exploration|ToolUse|LanguageConditioning|Architecture,"LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization inserts a LLM-guided policy component directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM-guided policy component within policy optimization RL on web/tool-interaction environments tasks, as shown in LLM-Based Scientific Equation Discovery via Physics-Informed Token-Regularized Policy Optimization. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.10576v1,High,targeted_search
Reasoning and Tool-use Compete in Agentic RL:From Quantifying Interference to Disentangled Tuning,"Yu Li, Mingyang Yi, Xiuyu Li, Ju Fan, Fuxin Jiang, Binbin Chen, Peng Li, Jie Song, Tieying Zhang",2026,ArXiv,arXiv:2602.00994v1,Policy|ToolUse|Reasoning|MultiAgent|Architecture,"For Reasoning and Tool-use Compete in Agentic RL:From Quantifying Interference to Disentangled Tuning, an LLM-guided policy component is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/tool-interaction environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Reasoning and Tool-use Compete in Agentic RL:From Quantifying Interference to Disentangled Tuning uses a LLM-guided policy component to support RL policy learning and control in web/tool-interaction environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00994v1,High,targeted_search
ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,"Zhilun Zhou, Zihan Liu, Jiahe Liu, Qingyu Shao, Yihan Wang, Kun Shao, Depeng Jin, Fengli Xu",2026,ArXiv,arXiv:2601.04694v1,Policy|Reward|LanguageConditioning|MultiAgent|Architecture,"ResMAS: Resilience Optimization in LLM-based Multi-agent Systems inserts a LLM reward module directly into the RL loop. It studies model-based RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on multi-agent coordination environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within model-based RL on multi-agent coordination environments tasks, as shown in ResMAS: Resilience Optimization in LLM-based Multi-agent Systems. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.04694v1,High,targeted_search
SeeUPO: Sequence-Level Agentic-RL with Convergence Guarantees,"Tianyi Hu, Qingxu Fu, Yanxi Chen, Zhaoyang Liu, Bolin Ding",2026,ArXiv,arXiv:2602.06554v1,Policy|CreditAssignment|Exploration|Verifier|MultiAgent|Architecture,"For SeeUPO: Sequence-Level Agentic-RL with Convergence Guarantees, an LLM verifier/critic is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on multi-agent coordination environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: SeeUPO: Sequence-Level Agentic-RL with Convergence Guarantees uses a LLM verifier/critic to support RL policy learning and control in multi-agent coordination environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.06554v1,High,targeted_search
Timely Machine: Awareness of Time Makes Test-Time Scaling Agentic,"Yichuan Ma, Linyang Li, Yongkang Chen, Peiji Li, Xiaozhe Li, Linlin Li, Dahua Lin, Kai Chen",2026,arXiv (Cornell University),arXiv:2601.16486,Policy|Planning|Reasoning|Verifier|Architecture,"For Timely Machine: Awareness of Time Makes Test-Time Scaling Agentic, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as planning-augmented RL, making the LLM function part of control, reward, or planning computations. Experiments on interactive control benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Timely Machine: Awareness of Time Makes Test-Time Scaling Agentic uses a LLM planner to support RL policy learning and control in interactive control benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.16486,High,targeted_search
"TMS: Trajectory-Mixed Supervision for Reward-Free, On-Policy SFT","Rana Muhammad Shahroz Khan, Zijie Liu, Zhen Tan, Charles Fleming, Tianlong Chen",2026,ArXiv,arXiv:2602.03073v1,Policy|Reward|Reasoning|Verifier|Curriculum|LanguageConditioning|Architecture,"TMS: Trajectory-Mixed Supervision for Reward-Free, On-Policy SFT inserts a LLM reward module directly into the RL loop. It studies reward-shaping RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on language-conditioned control tasks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within reward-shaping RL on language-conditioned control tasks tasks, as shown in TMS: Trajectory-Mixed Supervision for Reward-Free, On-Policy SFT. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.03073v1,High,targeted_search
Towards AGI A Pragmatic Approach Towards Self Evolving Agent,"Indrajit Kar, Sammy Zonunpuia, Zonunfeli Ralte",2026,ArXiv,arXiv:2601.11658v1,Policy|Reward|CreditAssignment|DatasetGeneration|Reasoning|Curriculum|MultiAgent|Architecture,"For Towards AGI A Pragmatic Approach Towards Self Evolving Agent, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on multi-agent coordination environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Towards AGI A Pragmatic Approach Towards Self Evolving Agent uses a LLM reward module to support RL policy learning and control in multi-agent coordination environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.11658v1,High,targeted_search
TrailBlazer: History-Guided Reinforcement Learning for Black-Box LLM Jailbreaking,"Sung-Hoon Yoon, Ruizhi Qian, Minda Zhao, Weiyue Li, Mengyu Wang",2026,ArXiv,arXiv:2602.06440v1,Exploration|Verifier|LanguageConditioning|Architecture,"For TrailBlazer: History-Guided Reinforcement Learning for Black-Box LLM Jailbreaking, an LLM verifier/critic is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on language-conditioned control tasks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: TrailBlazer: History-Guided Reinforcement Learning for Black-Box LLM Jailbreaking uses a LLM verifier/critic to support RL policy learning and control in language-conditioned control tasks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.06440v1,High,targeted_search
UltraLogic: Enhancing LLM Reasoning through Large-Scale Data Synthesis and Bipolar Float Reward,"Yile Liu, Yixian Liu, Zongwei Li, Yufei Huang, Xinhua Feng, Zhichao Hu, Jinglu Hu, Jianfeng Yan, Fengzong Lian, Yuhong Liu",2026,ArXiv.org,arXiv:2601.03205,Planning|Reward|Reasoning|Verifier|LanguageConditioning|Architecture,"For UltraLogic: Enhancing LLM Reasoning through Large-Scale Data Synthesis and Bipolar Float Reward, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as planning-augmented RL, making the LLM function part of control, reward, or planning computations. Experiments on language-conditioned control tasks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: UltraLogic: Enhancing LLM Reasoning through Large-Scale Data Synthesis and Bipolar Float Reward uses a LLM planner to support RL policy learning and control in language-conditioned control tasks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.03205,High,targeted_search
VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction,"Xin-Qiang Cai, Masashi Sugiyama",2026,ArXiv,arXiv:2602.12579v1,Policy|Reward|Reasoning|Verifier|Curriculum|Architecture,"In this work, VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on interactive control benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","VI-CuRL: Stabilizing Verifier-Independent RL Reasoning via Confidence-Guided Variance Reduction belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.12579v1,High,targeted_search
Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents,"Guoqing Wang, Sunhao Dai, Guangze Ye, Zeyu Gan, Wei Yao, Yong Deng, Xiaofeng Wu, Zhenzhe Ying",2025,ArXiv,arXiv:2510.14967v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Reasoning|Verifier|Architecture|AgentTraining,"Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents inserts a LLM planner directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within policy optimization RL on web/tool-interaction environments tasks, as shown in Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents.",LLM_for_RL,arxiv,https://arxiv.org/abs/2510.14967v1,High,targeted_search
MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service,"Ming Gong, Xucheng Huang, Ziheng Xu, Vijayan K. Asari",2025,ArXiv,arXiv:2507.18884v1,Policy|Reward|CreditAssignment|OfflineRL|ToolUse|Reasoning|Curriculum|Architecture,"MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service inserts a LLM reward module directly into the RL loop. It studies offline RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on offline RL benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within offline RL on offline RL benchmarks tasks, as shown in MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2507.18884v1,High,targeted_search
Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,"Joey Hong, Anca Dragan, Sergey Levine",2025,ArXiv,arXiv:2505.18098v2,Policy|Planning|Reward|CreditAssignment|ToolUse|Memory|Reasoning|LanguageConditioning|Architecture,"In this work, Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is hierarchical/long-horizon RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2505.18098v2,High,targeted_search
Tool-R1: Sample-Efficient Reinforcement Learning for Agentic Tool Use,"Yabo Zhang, Yihan Zeng, Qingyun Li, Zhen Hu, Kavin Han, Wangmeng Zuo",2025,ArXiv,arXiv:2509.12867v1,Policy|Reward|ToolUse|Reasoning|Architecture,"In this work, Tool-R1: Sample-Efficient Reinforcement Learning for Agentic Tool Use uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Tool-R1: Sample-Efficient Reinforcement Learning for Agentic Tool Use belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2509.12867v1,High,targeted_search
Agent Lightning: Train ANY AI Agents with Reinforcement Learning,"Xufang Luo, Yuge Zhang, Zhiyuan He, Zilong Wang, Siyun Zhao, Dongsheng Li, Luna K. Qiu, Yuqing Yang",2025,ArXiv,arXiv:2508.03680v1,Policy|CreditAssignment|MultiAgent|Architecture|AgentTraining,"Agent Lightning: Train ANY AI Agents with Reinforcement Learning inserts a LLM-guided policy component directly into the RL loop. It studies multi-agent RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on multi-agent coordination environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM-guided policy component within multi-agent RL on multi-agent coordination environments tasks, as shown in Agent Lightning: Train ANY AI Agents with Reinforcement Learning. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2508.03680v1,High,targeted_search
Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning,"Mingyue Cheng, Jie Ouyang, Shuo Yu, Ruiran Yan, Yucong Luo, Zirui Liu, Daoyu Wang, Qi Liu, Enhong Chen",2025,ArXiv,arXiv:2511.14460v1,Policy|Exploration|ToolUse|Architecture,"In this work, Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2511.14460v1,High,targeted_search
Beyond Static LLM Policies: Imitation-Enhanced Reinforcement Learning for Recommendation,"Yi Zhang, Lili Xie, Ruihong Qiu, Jiajun Liu, Sen Wang",2025,arXiv (Cornell University),arXiv:2510.13229,Policy|Reward|DatasetGeneration|OfflineRL|ToolUse|Verifier|Architecture,"Beyond Static LLM Policies: Imitation-Enhanced Reinforcement Learning for Recommendation inserts a LLM reward module directly into the RL loop. It studies offline RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on offline RL benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within offline RL on offline RL benchmarks tasks, as shown in Beyond Static LLM Policies: Imitation-Enhanced Reinforcement Learning for Recommendation. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.13229,High,targeted_search
Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT),"Akhil Sharma, Shaikh Yaser Arafat, Jai Kumar Sharma, Ken Huang",2025,ArXiv,arXiv:2512.15790v1,Policy|Memory|Verifier|MultiAgent|Architecture,"For Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT), an LLM verifier/critic is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on multi-agent coordination environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT) uses a LLM verifier/critic to support RL policy learning and control in multi-agent coordination environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2512.15790v1,High,targeted_search
"Chasing Progress, Not Perfection: Revisiting Strategies for End-to-End LLM Plan Generation","Sukai Huang, Trevor Cohn, Nir Lipovetzky",2025,Proceedings of the International Conference on Automated Planning and Scheduling,10.1609/icaps.v35i1.36119,Planning|Reward|Reasoning|Verifier|LanguageConditioning|Architecture,"Chasing Progress, Not Perfection: Revisiting Strategies for End-to-End LLM Plan Generation inserts a LLM planner directly into the RL loop. It studies planning-augmented RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on language-conditioned control tasks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within planning-augmented RL on language-conditioned control tasks tasks, as shown in Chasing Progress, Not Perfection: Revisiting Strategies for End-to-End LLM Plan Generation. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W4414222903,High,targeted_search
"Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards","Jianren Fan, Roger Ren, Jingyuan Li, Rahul Pandey, Prashanth Gurunath Shivakumar, Ivan Bulyko, Ankur Gandhe, Ge Liu, Yile Gu",2025,arXiv (Cornell University),arXiv:2510.20867,Policy|Reward|Exploration|Reasoning|Verifier|Architecture,"Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards inserts a LLM reward module directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within policy optimization RL on interactive control benchmarks tasks, as shown in Incentivizing Consistent, Effective and Scalable Reasoning Capability in Audio LLMs via Reasoning Process Rewards. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.20867,High,targeted_search
MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,"Shulin Liu, Dong Du, Tao Yang, Li Yang, Boyu Qiu",2025,arXiv (Cornell University),arXiv:2511.11373,Policy|Reward|Reasoning|Verifier|MultiAgent|Architecture,"In this work, MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is multi-agent RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on multi-agent coordination environments tasks, with improvements in success rate, returns, or sample efficiency.","MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2511.11373,High,targeted_search
ProMed: Shapley Information Gain Guided Reinforcement Learning for Proactive Medical LLMs,"H. Ding, B. Huang, Yue Fang, Wang Liao, Xinke Jiang, Zheng Li, Junfeng Zhao, Yasha Wang",2025,ArXiv.org,arXiv:2508.13514,Policy|Reward|TreeSearch|Architecture,"ProMed: Shapley Information Gain Guided Reinforcement Learning for Proactive Medical LLMs inserts a LLM reward module directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within policy optimization RL on interactive control benchmarks tasks, as shown in ProMed: Shapley Information Gain Guided Reinforcement Learning for Proactive Medical LLMs. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2508.13514,High,targeted_search
R1-Code-Interpreter: LLMs Reason with Code via Supervised and Multi-stage Reinforcement Learning,"Yongchao Chen, Yueying Liu, Junwei Zhou, Yilun Hao, Jingquan Wang, Yang Zhang, Na Li, Chuchu Fan",2025,ArXiv,arXiv:2505.21668v2,Planning|CreditAssignment|DatasetGeneration|Reasoning|Curriculum|Architecture,"For R1-Code-Interpreter: LLMs Reason with Code via Supervised and Multi-stage Reinforcement Learning, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as planning-augmented RL, making the LLM function part of control, reward, or planning computations. Experiments on interactive control benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: R1-Code-Interpreter: LLMs Reason with Code via Supervised and Multi-stage Reinforcement Learning uses a LLM planner to support RL policy learning and control in interactive control benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2505.21668v2,High,targeted_search
